code,futu_code,name_zh,exchange_type,cur_price,market_cap_hkd,market_cap_yi,avg_turnover_20d,suspended,name_en,decision,reason
03800,HK.03800,协鑫科技,HK_MAINBOARD,0.97,32219975873.81,322.2,6355308763.0,False,GCL TECH,keep,WL_EN:TECH
01908,HK.01908,建发国际集团,HK_MAINBOARD,14.17,31742984050.44,317.4,1766275905.0,False,,keep,no_match
00068,HK.00068,群核科技,HK_MAINBOARD,18.6,31621987224.0,316.2,2590288993.0,False,,keep,WL_ZH:科技
02400,HK.02400,心动公司,HK_MAINBOARD,64.2,31614209128.8,316.1,4034568093.0,False,XD INC,keep,no_match
02718,HK.02718,明略科技-W,HK_MAINBOARD,216.6,31506887472.6,315.1,980387711.0,False,MININGLAMP-W,keep,WL_ZH:科技
02661,HK.02661,轻松健康,HK_MAINBOARD,152.3,31430792030.7,314.3,1309548598.0,False,QINGSONG HEALTH,keep,WL_EN:HEALTH
02367,HK.02367,巨子生物,HK_MAINBOARD,28.76,30799199040.0,308.0,3028995864.0,False,GIANT BIOGENE,keep,WL_ZH:生物
02631,HK.02631,天岳先进,HK_MAINBOARD,63.1,30579430126.4,305.8,2303209906.0,False,SICC,keep,no_match
03277,HK.03277,长光辰芯,HK_MAINBOARD,70.0,30470594000.0,304.7,2010048991.0,False,,keep,no_match
01797,HK.01797,东方甄选,HK_MAINBOARD,28.66,30368414517.88,303.7,5426967126.0,False,EAST BUY,keep,no_match
01128,HK.01128,永利澳门,HK_MAINBOARD,5.75,30266376200.0,302.7,512386144.0,False,WYNN MACAU,keep,no_match
01044,HK.01044,恒安国际,HK_MAINBOARD,25.96,30134911005.32,301.3,1716388002.0,False,,keep,no_match
01548,HK.01548,金斯瑞生物科技,HK_MAINBOARD,13.76,30107517679.68,301.1,2297286784.0,False,GENSCRIPT BIO,keep,WL_EN:BIO
00921,HK.00921,海信家电,HK_MAINBOARD,21.56,29857606846.76,298.6,394368371.0,False,HISENSE HA,keep,no_match
01877,HK.01877,君实生物,HK_MAINBOARD,28.96,29732938664.16,297.3,2698477013.0,False,JUNSHI BIO,keep,WL_EN:BIO
02689,HK.02689,玖龙纸业,HK_MAINBOARD,6.32,29654835525.52,296.5,1748258073.0,False,ND PAPER,keep,no_match
06186,HK.06186,中国飞鹤,HK_MAINBOARD,3.34,29417600111.36,294.2,1705611379.0,False,CHINA FEIHE,keep,no_match
06680,HK.06680,金力永磁,HK_MAINBOARD,21.36,29382587383.92,293.8,1809817822.0,False,JLMAG,keep,no_match
00696,HK.00696,中国民航信息网络,HK_MAINBOARD,9.99,29232833794.11,292.3,2142828989.0,False,TRAVELSKY TECH,keep,WL_EN:TECH
02525,HK.02525,禾赛-W,HK_MAINBOARD,186.0,29228451246.0,292.3,3861968138.0,False,HESAI-W,keep,no_match
00552,HK.00552,中国通信服务,HK_MAINBOARD,4.22,29227797648.0,292.3,793733780.0,False,CHINACOMSERVICE,keep,WL_ZH:通信
02659,HK.02659,宝济药业-B,HK_MAINBOARD,89.65,29224238337.25,292.2,1270225825.0,False,BAO PHARMA-B,keep,WL_EN:PHARMA
06979,HK.06979,珍酒李渡,HK_MAINBOARD,8.59,29108276294.5,291.1,728205299.0,False,ZJLD,keep,no_match
02357,HK.02357,中航科工,HK_MAINBOARD,3.6,28702275271.2,287.0,1742557999.0,False,,keep,no_match
09606,HK.09606,映恩生物-B,HK_MAINBOARD,310.6,28027927148.4,280.3,6167666502.0,False,DUALITYBIO-B,keep,WL_ZH:生物
09981,HK.09981,沃尔核材,HK_MAINBOARD,20.02,28025744987.24,280.3,1263013003.0,False,WOER,keep,no_match
09969,HK.09969,诺诚健华,HK_MAINBOARD,15.72,27701123005.44,277.0,2946229508.0,False,INNOCARE,keep,no_match
02386,HK.02386,中石化炼化工程,HK_MAINBOARD,6.3,27682351200.0,276.8,1028723851.0,False,SINOPEC SEG,keep,WL_ZH:化工
02617,HK.02617,药捷安康-B,HK_MAINBOARD,69.2,27610636203.6,276.1,1876359365.0,False,TRANSTHERA-B,keep,no_match
00772,HK.00772,阅文集团,HK_MAINBOARD,26.86,27436851457.22,274.4,2604951438.0,False,CHINA LIT,keep,no_match
00874,HK.00874,白云山,HK_MAINBOARD,16.86,27410835400.14,274.1,651475813.0,False,BAIYUNSHAN PH,keep,WL_ZH:云
09899,HK.09899,网易云音乐,HK_MAINBOARD,125.0,26647489500.0,266.5,2972021133.0,False,NETEASE MUSIC,keep,WL_ZH:网易
00968,HK.00968,信义光能,HK_MAINBOARD,2.9,26526426483.5,265.3,3879795536.0,False,XINYI SOLAR,keep,WL_EN:SOLAR
02419,HK.02419,德康农牧,HK_MAINBOARD,68.75,26493289350.0,264.9,2216400842.0,False,DEKON AGR,keep,no_match
00995,HK.00995,安徽皖通高速公路,HK_MAINBOARD,15.43,26363572847.27,263.6,500995518.0,False,ANHUIEXPRESSWAY,keep,no_match
01456,HK.01456,国联民生,HK_MAINBOARD,4.64,26357950619.84,263.6,384494085.0,False,GLMS SEC,keep,no_match
02315,HK.02315,百奥赛图-B,HK_MAINBOARD,58.55,26165902491.0,261.7,1765908818.0,False,BIOCYTOGEN-B,keep,no_match
02648,HK.02648,安井食品,HK_MAINBOARD,78.2,26063194482.4,260.6,1073396006.0,False,ANJOY FOOD,keep,no_match
01833,HK.01833,平安好医生,HK_MAINBOARD,12.05,26045396826.0,260.5,2838427862.0,False,PA GOODDOCTOR,keep,no_match
06600,HK.06600,卧安机器人,HK_MAINBOARD,115.0,25915951500.0,259.2,1529754827.0,False,ONEROBOTICS,keep,no_match
00136,HK.00136,中国儒意,HK_MAINBOARD,1.54,25872946507.1,258.7,2410680322.0,False,CHINA RUYI,keep,no_match
09678,HK.09678,云知声,HK_MAINBOARD,354.0,25833359922.0,258.3,5008115480.0,False,UNISOUND,keep,WL_ZH:云
00551,HK.00551,裕元集团,HK_MAINBOARD,16.1,25833359424.6,258.3,1961704006.0,False,YUE YUEN IND,keep,no_match
06651,HK.06651,五一视界,HK_MAINBOARD,62.25,25771734744.75,257.7,8548861348.0,False,51WORLD,keep,no_match
01513,HK.01513,丽珠医药,HK_MAINBOARD,28.94,25696033528.74,257.0,550143768.0,False,LIVZON PHARMA,keep,WL_EN:PHARMA
06887,HK.06887,东阳光药,HK_MAINBOARD,44.02,25355011436.94,253.6,250829402.0,False,SUNSHINE PHARMA,keep,WL_EN:PHARMA
01788,HK.01788,国泰君安国际,HK_MAINBOARD,2.66,25349652920.62,253.5,10331677910.0,False,GUOTAI JUNAN I,keep,no_match
00699,HK.00699,均胜电子,HK_MAINBOARD,16.3,25277560176.9,252.8,888091292.0,False,JOYSON ELEC,keep,WL_ZH:电子
02706,HK.02706,海致科技集团,HK_MAINBOARD,63.0,25227132840.0,252.3,1950863114.0,False,HAIZHI TECH GP,keep,WL_EN:TECH
02526,HK.02526,德适-B,HK_MAINBOARD,282.2,25081710240.0,250.8,1618457174.0,False,DIAGENS-B,keep,no_match
07489,HK.07489,岚图汽车,HK_MAINBOARD,6.8,25024000000.0,250.2,2266734327.0,False,VOYAH AUTO,keep,WL_EN:AUTO
01384,HK.01384,滴普科技,HK_MAINBOARD,75.55,24677047600.0,246.8,17259829869.0,False,DEEPEXI TECH,keep,WL_EN:TECH
01415,HK.01415,高伟电子,HK_MAINBOARD,28.38,24640759044.0,246.4,2369940284.0,False,COWELL,keep,WL_ZH:电子
02590,HK.02590,极智嘉-W,HK_MAINBOARD,18.36,24552589283.28,245.5,1579485374.0,False,GEEKPLUS-W,keep,no_match
02635,HK.02635,诺比侃(新),HK_MAINBOARD,64.0,24234624000.0,242.3,602923409.0,False,NUOBIKAN-NEW,keep,no_match
00512,HK.00512,远大医药,HK_MAINBOARD,6.76,23995100960.48,240.0,942913082.0,False,GRAND PHARMA,keep,WL_EN:PHARMA
01860,HK.01860,汇量科技,HK_MAINBOARD,15.22,23958626376.08,239.6,3784977940.0,False,MOBVISTA,keep,WL_ZH:科技
02276,HK.02276,康耐特光学,HK_MAINBOARD,47.2,23926860000.0,239.3,2532258459.0,False,CONANT OPTICAL,keep,WL_EN:OPTIC
02931,HK.02931,诺比侃(旧),HK_MAINBOARD,63.0,23855958000.0,238.6,217735650.0,False,NUOBIKAN-OLD,keep,no_match
00179,HK.00179,德昌电机控股,HK_MAINBOARD,25.36,23696689182.24,237.0,1669420508.0,False,JOHNSON ELEC H,keep,no_match
02162,HK.02162,康诺亚-B,HK_MAINBOARD,79.25,23674793605.5,236.7,4662729252.0,False,KEYMED BIO-B,keep,WL_EN:BIO
00142,HK.00142,第一太平,HK_MAINBOARD,5.54,23612144960.66,236.1,561343846.0,False,FIRST PACIFIC,keep,no_match
02245,HK.02245,力勤资源,HK_MAINBOARD,15.09,23479004071.5,234.8,2264528016.0,False,LYGEND RESOURCE,keep,no_match
03900,HK.03900,绿城中国,HK_MAINBOARD,9.15,23237328013.5,232.4,2209924157.0,False,GREENTOWN CHINA,keep,no_match
02676,HK.02676,纳芯微,HK_MAINBOARD,141.3,22978691082.9,229.8,481399686.0,False,NOVOSENSE,keep,no_match
02477,HK.02477,经纬天地,HK_MAINBOARD,22.96,22960000000.0,229.6,3333192085.0,False,WELLCELL HOLD,keep,no_match
00010,HK.00010,恒隆集团,HK_MAINBOARD,16.5,22466700993.0,224.7,494378959.0,False,,keep,no_match
06865,HK.06865,福莱特玻璃,HK_MAINBOARD,9.53,22327649516.31,223.3,851040074.0,False,FLAT GLASS,keep,no_match
03899,HK.03899,中集安瑞科,HK_MAINBOARD,10.54,22256727464.88,222.6,1987177406.0,False,CIMC ENRIC,keep,no_match
01757,HK.01757,环球华商(一千),HK_MAINBOARD,18.49,22188000000.0,221.9,505933878.0,False,GLOBAL CHI-1K,keep,no_match
03396,HK.03396,联想控股,HK_MAINBOARD,9.39,22125008151.0,221.3,653436431.0,False,LEGENDHOLDING,keep,no_match
02655,HK.02655,果下科技,HK_MAINBOARD,42.54,22023450400.5,220.2,5126858998.0,False,GUOXIA TECH,keep,WL_EN:TECH
09985,HK.09985,卫龙美味,HK_MAINBOARD,9.03,21953244569.34,219.5,1103974351.0,False,WL DELICIOUS,keep,no_match
02675,HK.02675,精锋医疗-B,HK_MAINBOARD,56.0,21945308000.0,219.5,314867179.0,False,EDGE MEDICAL-B,keep,WL_EN:MEDICAL
06055,HK.06055,中烟香港,HK_MAINBOARD,31.28,21635750400.0,216.4,1293316128.0,False,CTIHK,keep,no_match
00017,HK.00017,新世界发展,HK_MAINBOARD,8.58,21592712607.18,215.9,1243465816.0,False,NEW WORLD DEV,keep,no_match
06682,HK.06682,范式智能,HK_MAINBOARD,41.62,21576787443.46,215.8,3877507885.0,False,PHANCY,keep,WL_ZH:智能
00013,HK.00013,和黄医药,HK_MAINBOARD,24.72,21563938766.4,215.6,2293851948.0,False,HUTCHMED,keep,WL_ZH:医药
01910,HK.01910,新秀丽,HK_MAINBOARD,15.49,21483694729.29,214.8,1811147897.0,False,SAMSONITE,keep,no_match
06060,HK.06060,众安在线,HK_MAINBOARD,12.61,21245490669.0,212.5,3643991096.0,False,,keep,no_match
01357,HK.01357,美图公司,HK_MAINBOARD,4.63,21092540416.4,210.9,6006632271.0,False,MEITU,keep,no_match
00817,HK.00817,中国金茂,HK_MAINBOARD,1.55,20944322839.4,209.4,1120167024.0,False,CHINA JINMAO,keep,no_match
00800,HK.00800,文远知行-W,HK_MAINBOARD,20.82,20940119428.5,209.4,1561503686.0,False,WERIDE-W,keep,no_match
00586,HK.00586,海螺创业,HK_MAINBOARD,11.66,20895198747.94,209.0,2395236019.0,False,CONCH VENTURE,keep,no_match
00317,HK.00317,中船防务,HK_MAINBOARD,14.78,20891624266.84,208.9,998713249.0,False,COMEC,keep,no_match
03677,HK.03677,正力新能,HK_MAINBOARD,8.16,20844076200.48,208.4,877477088.0,False,ZENERGY,keep,no_match
09688,HK.09688,再鼎医药,HK_MAINBOARD,18.27,20720519108.1,207.2,3927218374.0,False,ZAI LAB,keep,WL_ZH:医药
03355,HK.03355,飞速创新,HK_MAINBOARD,51.0,20400000000.0,204.0,1749315338.0,False,FS.COM,keep,WL_ZH:创新
06098,HK.06098,碧桂园服务,HK_MAINBOARD,6.23,20287508991.47,202.9,1005395505.0,False,CG SERVICES,keep,no_match
00189,HK.00189,东岳集团,HK_MAINBOARD,11.68,20238071920.16,202.4,3177028904.0,False,DONGYUE GROUP,keep,no_match
02602,HK.02602,万物云,HK_MAINBOARD,17.44,20115620889.76,201.2,764221439.0,False,ONEWO,keep,WL_ZH:云
02880,HK.02880,辽港股份,HK_MAINBOARD,0.85,20036002131.05,200.4,72197391.0,False,LIAONING PORT,keep,no_match
01428,HK.01428,耀才证券金融,HK_MAINBOARD,11.74,19926258655.92,199.3,19091571890.0,False,BRIGHT SMART,keep,WL_EN:SMART
03933,HK.03933,联邦制药,HK_MAINBOARD,10.04,19809186140.32,198.1,2196836204.0,False,UNITED LAB,keep,WL_ZH:制药
00014,HK.00014,希慎兴业,HK_MAINBOARD,19.25,19769908292.75,197.7,910539681.0,False,HYSAN DEV,keep,no_match
06855,HK.06855,亚盛医药-B,HK_MAINBOARD,52.75,19692877503.0,196.9,2644097023.0,False,ASCENTAGE-B,keep,WL_ZH:医药
01672,HK.01672,歌礼制药-B,HK_MAINBOARD,18.48,19609688313.6,196.1,763494340.0,False,ASCLETIS-B,keep,WL_ZH:制药
02225,HK.02225,今海医疗科技,HK_MAINBOARD,3.7,19573000000.0,195.7,996082907.0,False,JINHAI MED TECH,keep,WL_EN:TECH
02658,HK.02658,天域半导体,HK_MAINBOARD,48.02,18884753898.22,188.8,144870831.0,False,TIANYU SEMI,keep,WL_ZH:半导体
00548,HK.00548,深圳高速公路股份,HK_MAINBOARD,7.39,18754756778.53,187.5,567669814.0,False,SHENZHENEXPRESS,keep,no_match
00579,HK.00579,京能清洁能源,HK_MAINBOARD,2.27,18715033486.88,187.2,422179356.0,False,JNCEC,keep,no_match
02698,HK.02698,乐舒适,HK_MAINBOARD,29.86,18536320598.0,185.4,1168853772.0,False,SOFTCARE,keep,no_match
02145,HK.02145,上美股份,HK_MAINBOARD,46.24,18409459158.08,184.1,994031893.0,False,CHICMAX,keep,no_match
02232,HK.02232,晶苑国际,HK_MAINBOARD,6.44,18372173680.0,183.7,475516704.0,False,CRYSTAL INTL,keep,no_match
01060,HK.01060,大麦娱乐,HK_MAINBOARD,0.61,18285821358.25,182.9,1545880515.0,False,DAMAI ENT,keep,no_match
02692,HK.02692,兆威机电,HK_MAINBOARD,68.15,18228946005.0,182.3,1032555066.0,False,ZHAOWEI,keep,no_match
01918,HK.01918,融创中国,HK_MAINBOARD,1.09,18152864515.87,181.5,3155492841.0,False,SUNAC,keep,no_match
06110,HK.06110,滔搏,HK_MAINBOARD,2.92,18107568310.08,181.1,585617561.0,False,TOPSPORTS,keep,no_match
03918,HK.03918,金界控股,HK_MAINBOARD,4.09,18090029754.4,180.9,329227366.0,False,NAGACORP,keep,no_match
02889,HK.02889,博泰车联,HK_MAINBOARD,119.9,17983950755.1,179.8,2119426093.0,False,PATEO,keep,no_match
02729,HK.02729,凯乐士科技,HK_MAINBOARD,41.9,17928328245.1,179.3,798726654.0,False,GALAXIS TECH,keep,WL_EN:TECH
00546,HK.00546,阜丰集团,HK_MAINBOARD,7.11,17827230323.07,178.3,987982806.0,False,FUFENG GROUP,keep,no_match
00881,HK.00881,中升控股,HK_MAINBOARD,7.53,17823463788.39,178.2,1467152819.0,False,ZHONGSHENG HLDG,keep,no_match
00152,HK.00152,深圳国际,HK_MAINBOARD,7.29,17814832305.3,178.1,1463904916.0,False,SHENZHEN INT'L,keep,no_match
00326,HK.00326,中国星集团,HK_MAINBOARD,7.3,17731014902.3,177.3,1600262965.0,False,CHINA STAR ENT,keep,no_match
01286,HK.01286,鹰普精密,HK_MAINBOARD,9.34,17627248111.1,176.3,807022343.0,False,IMPRO PRECISION,keep,WL_EN:PRECISION
00107,HK.00107,四川成渝高速公路,HK_MAINBOARD,5.76,17614425600.0,176.1,785157830.0,False,SICHUAN EXPRESS,keep,no_match
09858,HK.09858,优然牧业,HK_MAINBOARD,4.2,17606306898.6,176.1,2225440898.0,False,YOURAN DAIRY,keep,no_match
00853,HK.00853,微创医疗,HK_MAINBOARD,9.15,17543959793.25,175.4,3348481931.0,False,MICROPORT,keep,WL_ZH:医疗
02498,HK.02498,速腾聚创,HK_MAINBOARD,37.1,17518633096.3,175.2,4011756226.0,False,ROBOSENSE,keep,no_match
02575,HK.02575,轩竹生物-B,HK_MAINBOARD,33.56,17382327832.4,173.8,1676727619.0,False,XUANZHUBIO-B,keep,WL_ZH:生物
06993,HK.06993,蓝月亮集团,HK_MAINBOARD,2.96,17330592077.76,173.3,98156479.0,False,BLUE MOON GROUP,keep,no_match
02038,HK.02038,富智康集团,HK_MAINBOARD,22.08,17228321546.88,172.3,314272649.0,False,FIH,keep,no_match
01651,HK.01651,津上机床中国,HK_MAINBOARD,45.8,17205915000.0,172.1,1009300988.0,False,TSUGAMI CHINA,keep,no_match
00956,HK.00956,新天绿色能源,HK_MAINBOARD,3.81,17193360608.13,171.9,706381336.0,False,CHINA SUNTIEN,keep,no_match
02565,HK.02565,派格-B(五十),HK_MAINBOARD,43.76,17114165440.32,171.1,948033086.0,False,PEGBIO CO-B,keep,no_match
09887,HK.09887,维立志博-B,HK_MAINBOARD,85.85,17074861030.0,170.7,2097215498.0,False,LEADS BIOLABS-B,keep,no_match
01277,HK.01277,力量发展,HK_MAINBOARD,2.02,17028600000.0,170.3,982911261.0,False,KINETIC DEV,keep,no_match
02670,HK.02670,云迹,HK_MAINBOARD,242.0,16880270044.0,168.8,255390365.0,False,,keep,WL_ZH:云
02595,HK.02595,劲方医药-B,HK_MAINBOARD,45.54,16866496330.2,168.7,2632457837.0,False,GENFLEET-B,keep,WL_ZH:医药
09898,HK.09898,微博-SW,HK_MAINBOARD,68.3,16570327338.6,165.7,366487261.0,False,WB-SW,keep,no_match
06127,HK.06127,昭衍新药,HK_MAINBOARD,21.98,16470673875.6,164.7,2420479710.0,False,JOINN,keep,no_match
01066,HK.01066,威高股份,HK_MAINBOARD,3.63,16403558808.12,164.0,2448511847.0,False,WEIGAO GROUP,keep,no_match
01999,HK.01999,敏华控股,HK_MAINBOARD,4.2,16287949440.0,162.9,599348985.0,False,MAN WAH HLDGS,keep,no_match
02442,HK.02442,怡俊集团控股,HK_MAINBOARD,39.88,16271040000.0,162.7,350553686.0,False,EASY SMART GP,keep,WL_EN:SMART
01579,HK.01579,颐海国际,HK_MAINBOARD,15.6,16172520000.0,161.7,1636175827.0,False,YIHAI INTL,keep,no_match
01440,HK.01440,应星控股,HK_MAINBOARD,12.75,16062067500.0,160.6,383060460.0,False,STAR SHINE HLDG,keep,no_match
01196,HK.01196,伟禄集团,HK_MAINBOARD,11.04,15923101075.2,159.2,318643105.0,False,REALORD GROUP,keep,no_match
01030,HK.01030,新城发展,HK_MAINBOARD,2.19,15907593930.99,159.1,838347172.0,False,SEAZEN,keep,no_match
00525,HK.00525,广深铁路股份,HK_MAINBOARD,2.24,15867122880.0,158.7,366947936.0,False,GUANGSHEN RAIL,keep,no_match
00069,HK.00069,香格里拉(亚洲),HK_MAINBOARD,4.4,15776310246.4,157.8,52936477.0,False,SHANGRI-LA ASIA,keep,no_match
00303,HK.00303,VTECH HOLDINGS,HK_MAINBOARD,61.6,15619139905.6,156.2,607396726.0,False,VTECH HOLDINGS,keep,no_match
02432,HK.02432,越疆,HK_MAINBOARD,35.4,15574421160.0,155.7,1882419637.0,False,DOBOT,keep,no_match
01033,HK.01033,中石化油服,HK_MAINBOARD,0.82,15544777583.06,155.4,2983917720.0,False,SINOPEC SSC,keep,no_match
01114,HK.01114,BRILLIANCE CHI,HK_MAINBOARD,3.08,15539429715.04,155.4,2600054569.0,False,BRILLIANCE CHI,keep,no_match
06699,HK.06699,时代天使,HK_MAINBOARD,90.25,15423397843.75,154.2,1726199663.0,False,ANGELALIGN,keep,no_match
00363,HK.00363,上海实业控股,HK_MAINBOARD,14.14,15373172024.0,153.7,310579899.0,False,SHANGHAI IND H,keep,no_match
02637,HK.02637,海西新药,HK_MAINBOARD,195.2,15363659104.0,153.6,1606295819.0,False,HAIXI PHARMA,keep,WL_EN:PHARMA
01686,HK.01686,新意网集团,HK_MAINBOARD,6.44,15212512184.52,152.1,1241798268.0,False,SUNEVISION,keep,no_match
01866,HK.01866,中国心连心化肥,HK_MAINBOARD,11.88,15143198400.0,151.4,1102914609.0,False,CHINA XLX FERT,keep,no_match
02507,HK.02507,西锐,HK_MAINBOARD,40.78,14925023998.04,149.3,2182498899.0,False,CIRRUS,keep,no_match
00880,HK.00880,澳博控股,HK_MAINBOARD,2.1,14913791268.6,149.1,406218668.0,False,SJM HOLDINGS,keep,no_match
02616,HK.02616,基石药业-B,HK_MAINBOARD,10.1,14909887155.1,149.1,3587184017.0,False,CSTONE PHARMA-B,keep,WL_EN:PHARMA
02128,HK.02128,中国联塑,HK_MAINBOARD,4.8,14891608320.0,148.9,1020127885.0,False,CHINA LESSO,keep,no_match
03881,HK.03881,希迪智驾,HK_MAINBOARD,33.92,14853333952.0,148.5,2789736050.0,False,CIDI-NEW,keep,no_match
02580,HK.02580,奥克斯电气,HK_MAINBOARD,9.3,14770587360.0,147.7,450146367.0,False,AUX ELECTRIC,keep,no_match
02643,HK.02643,曹操出行,HK_MAINBOARD,25.32,14722066193.16,147.2,877532236.0,False,CAOCAO INC,keep,no_match
06808,HK.06808,高鑫零售,HK_MAINBOARD,1.54,14692377238.0,146.9,155957824.0,False,SUNART RETAIL,keep,no_match
02510,HK.02510,德翔海运,HK_MAINBOARD,8.69,14469119390.0,144.7,568087996.0,False,TS LINES,keep,no_match
09911,HK.09911,赤子城科技,HK_MAINBOARD,10.22,14440434756.02,144.4,3333527584.0,False,NEWBORNTOWN,keep,WL_ZH:科技
01361,HK.01361,361度,HK_MAINBOARD,6.98,14432420360.0,144.3,1033698699.0,False,361 DEGREES,keep,no_match
00325,HK.00325,布鲁可,HK_MAINBOARD,58.0,14415717010.0,144.2,818400520.0,False,BLOKS,keep,no_match
03660,HK.03660,奇富科技-S,HK_MAINBOARD,55.2,14372436364.8,143.7,45145024.0,False,QFIN-S,keep,WL_ZH:科技
02314,HK.02314,理文造纸,HK_MAINBOARD,3.33,14302350000.0,143.0,360387130.0,False,,keep,no_match
00336,HK.00336,华宝国际,HK_MAINBOARD,4.43,14301953210.68,143.0,839814106.0,False,HUABAO INTL,keep,no_match
02630,HK.02630,旺山旺水-B,HK_MAINBOARD,85.25,14287712450.0,142.9,142455564.0,False,VIGONVITA-B,keep,no_match
02171,HK.02171,科济药业-B,HK_MAINBOARD,24.9,14201789675.1,142.0,2039367820.0,False,CARSGEN-B,keep,no_match
02858,HK.02858,易鑫集团,HK_MAINBOARD,2.09,14185203485.09,141.9,546882553.0,False,YIXIN,keep,no_match
02768,HK.02768,国恩科技,HK_MAINBOARD,47.08,14182850000.0,141.8,773378841.0,False,GON TECHNOLOGY,keep,WL_EN:TECH
03625,HK.03625,傅里叶,HK_MAINBOARD,126.6,14179200000.0,141.8,1036737896.0,False,,keep,no_match
01952,HK.01952,云顶新耀,HK_MAINBOARD,39.56,13987799180.48,139.9,2744083642.0,False,EVEREST MED,keep,WL_ZH:云
03339,HK.03339,中国龙工,HK_MAINBOARD,3.26,13953126000.0,139.5,722222937.0,False,LONKING,keep,no_match
01304,HK.01304,FORTIOR,HK_MAINBOARD,120.4,13859735232.0,138.6,464140040.0,False,FORTIOR,keep,no_match
02869,HK.02869,绿城服务,HK_MAINBOARD,4.42,13856034648.56,138.6,295901714.0,False,GREENTOWN SER,keep,no_match
09636,HK.09636,九方智投控股,HK_MAINBOARD,29.42,13745980150.0,137.5,1827478564.0,False,JF SMARTINVEST,keep,WL_EN:SMART
01681,HK.01681,康臣药业,HK_MAINBOARD,16.31,13725633380.41,137.3,583160943.0,False,CONSUN PHARMA,keep,WL_EN:PHARMA
00639,HK.00639,首钢资源,HK_MAINBOARD,2.69,13694966921.3,136.9,769287462.0,False,SHOUGANG RES,keep,no_match
00697,HK.00697,首程控股,HK_MAINBOARD,1.66,13601314847.26,136.0,1895816555.0,False,SHOUCHENG,keep,no_match
03369,HK.03369,秦港股份,HK_MAINBOARD,2.43,13577411160.0,135.8,64281046.0,False,QHD PORT,keep,no_match
02233,HK.02233,西部水泥,HK_MAINBOARD,2.48,13547081393.6,135.5,1508874990.0,False,WESTCHINACEMENT,keep,no_match
02650,HK.02650,挚达科技,HK_MAINBOARD,45.3,13542164785.5,135.4,1117988518.0,False,ZHIDA TECH-NEW,keep,WL_EN:TECH
00467,HK.00467,联合能源集团,HK_MAINBOARD,0.52,13441789288.72,134.4,1588315565.0,False,UNITEDENERGY GP,keep,no_match
01907,HK.01907,中国旭阳集团,HK_MAINBOARD,3.14,13434851100.0,134.3,4284097190.0,False,CHINA RISUN GP,keep,no_match
09638,HK.09638,法拉帝,HK_MAINBOARD,39.6,13403913098.4,134.0,84682072.0,False,FERRETTI,keep,no_match
00440,HK.00440,大新金融,HK_MAINBOARD,41.9,13390196690.0,133.9,175591593.0,False,DAH SING,keep,no_match
00338,HK.00338,上海石油化工股份,HK_MAINBOARD,1.27,13389124225.0,133.9,483227831.0,False,SHANGHAI PECHEM,keep,WL_ZH:化工
01316,HK.01316,耐世特,HK_MAINBOARD,5.33,13377363481.69,133.8,1837749251.0,False,NEXTEER,keep,no_match
00590,HK.00590,六福集团,HK_MAINBOARD,22.78,13374316823.0,133.7,697008324.0,False,LUK FOOK HOLD,keep,no_match
00856,HK.00856,伟仕佳杰,HK_MAINBOARD,9.3,13297028381.4,133.0,2967030805.0,False,VSTECS,keep,no_match
00622,HK.00622,威华达控股,HK_MAINBOARD,1.9,13192618319.4,131.9,365821390.0,False,OSHIDORI,keep,no_match
00041,HK.00041,鹰君,HK_MAINBOARD,17.59,13174511498.55,131.7,138591817.0,False,GREAT EAGLE H,keep,no_match
01083,HK.01083,港华智慧能源,HK_MAINBOARD,3.55,13034500139.0,130.3,224917280.0,False,TG SMART ENERGY,keep,WL_EN:SMART ENERGY
09611,HK.09611,龙旗科技,HK_MAINBOARD,24.94,13033410661.36,130.3,320698006.0,False,LONGCHEER,keep,WL_ZH:科技
02142,HK.02142,和铂医药-B,HK_MAINBOARD,14.95,13004265303.9,130.0,1301719986.0,False,HBM HOLDINGS-B,keep,WL_ZH:医药
03887,HK.03887,HASHKEY HLDGS,HK_MAINBOARD,4.69,12972860805.38,129.7,220844111.0,False,HASHKEY HLDGS,keep,no_match
02715,HK.02715,埃斯顿,HK_MAINBOARD,13.37,12939465316.61,129.4,368929740.0,False,ESTUN,keep,no_match
01836,HK.01836,九兴控股,HK_MAINBOARD,15.32,12889428380.0,128.9,554658008.0,False,STELLA HOLDINGS,keep,no_match
00811,HK.00811,新华文轩,HK_MAINBOARD,10.4,12831946400.0,128.3,276953988.0,False,XINHUA WINSHARE,keep,no_match
00600,HK.00600,爱芯元智,HK_MAINBOARD,21.7,12779923807.7,127.8,402665871.0,False,AXERA,keep,no_match
01368,HK.01368,特步国际,HK_MAINBOARD,4.53,12711507772.68,127.1,1442073383.0,False,XTEP INT'L,keep,no_match
09900,HK.09900,智云科技建设,HK_MAINBOARD,4.25,12648000000.0,126.5,199970161.0,False,ZCLOUD TECH CON,keep,WL_EN:TECH
00863,HK.00863,OSL集团,HK_MAINBOARD,13.87,12473198792.24,124.7,938775114.0,False,OSL GROUP,keep,no_match
00638,HK.00638,广和通,HK_MAINBOARD,13.73,12346920038.12,123.5,618069420.0,False,FIBOCOM,keep,no_match
00460,HK.00460,四环医药,HK_MAINBOARD,1.33,12164164313.98,121.6,806667611.0,False,SIHUAN PHARM,keep,WL_ZH:医药
