ticker,company_name,board_latest_price,matched_industry_boards,matched_concept_boards,industry_match_count,concept_match_count,candidate_sources,revenue,revenue_yoy,net_profit,net_profit_yoy,roe,operating_cashflow_ps,gross_margin,industry_name,notice_date,industry_gross_margin_median,is_mainland_a_share,name_ok,theme_match_ok,revenue_yoy_ok,gross_margin_ok,operating_cashflow_ok,prefilter_passed,latest_close,avg_turnover_20d,suspension_days_60,limit_like_days_120,price_ok,avg_turnover_ok,suspension_ok,limit_move_ok,history_passed,deduped_net_profit_yoy,asset_liability_ratio,abstract_report_date,rnd_ratio,deduped_net_profit_yoy_ok,asset_liability_ok,rnd_ratio_ok,final_passed,failure_reasons
300757,罗博特科,581.64,其他自动化设备、自动化设备,,2,0,industry_board、report_industry,163706186.81,69.3255953076,-38817952.08,-48.33,-2.35,-0.047693270465,36.3113939359,自动化设备,2026-04-29,29.231632947549997,True,True,True,True,True,True,True,,,,,True,True,True,True,True,52.71298935830404,55.420724,20260331,,True,True,True,True,
688307,中润光学,130.06,计算机、计算机设备,,2,0,industry_board、report_industry,188217025.9,67.7438770654,14899604.01,44.71,1.64,-0.141042820195,32.4673481518,计算机设备,2026-04-30,32.1373908156,True,True,True,True,True,True,True,,,,,True,True,True,True,True,40.71995297335089,36.469554,20260331,,True,True,True,True,
688215,瑞晟智能,77.46,其他自动化设备、自动化设备,,2,0,industry_board、report_industry,117262373.01,67.3419853146,8898679.05,345.59,1.82,-0.391560045822,24.9308151623,自动化设备,2026-04-25,29.231632947549997,True,True,True,True,True,True,True,,,,,True,True,True,True,True,1165.4574102305692,55.6776,20260331,,True,True,True,True,
301571,国科天成,63.95,军工电子Ⅱ、军工电子Ⅲ,,2,0,industry_board、report_industry,200051295.47,67.1346774264,24921051.98,88.62,1.21,-0.067409373456,37.6906468828,军工电子Ⅱ,2026-04-28,32.853258762050004,True,True,True,True,True,True,True,,,,,True,True,True,True,True,104.4554076840062,40.257337,20260331,,True,True,True,True,
688648,中邮科技,49.93,专用设备、其他专用设备,,2,0,industry_board、report_industry,380525719.76,66.4934863684,-30377607.68,-36.7567313977,-1.4,-0.438631222279,8.2166908612,专用设备,2026-04-29,26.2122886368,True,True,True,True,True,True,True,,,,,True,True,True,True,True,35.01417767903947,36.465274,20260331,,True,True,True,True,
301191,菲菱科思,156.01,通信终端及配件、通信设备,,2,0,industry_board、report_industry,479420004.25,65.4469395761,19175597.36,78.92,1.16,-2.458325635401,9.4621632239,通信设备,2026-04-28,26.4444989384,True,True,True,True,True,True,True,,,,,True,True,True,True,True,156.04102988335313,41.798907,20260331,,True,True,True,True,
002741,光华科技,23.06,电子化学品Ⅱ、电子化学品Ⅲ,,2,0,industry_board、report_industry,969659043.29,64.8949781245,41145073.06,63.19,2.1,-0.340312498942,15.1356182408,电子化学品Ⅱ,2026-04-15,29.6474506561,True,True,True,True,True,True,True,,,,,True,True,True,True,True,96.6182569897462,51.409295,20260331,,True,True,True,True,
301128,强瑞技术,196.84,专用设备、其他专用设备,,2,0,industry_board、report_industry,515938891.9,62.9248498019,14692894.14,22.84,1.59,-0.315973041321,32.1258726086,专用设备,2026-04-27,26.2122886368,True,True,True,True,True,True,True,,,,,True,True,True,True,True,39.69479600683694,55.603273,20260331,,True,True,True,True,
301086,鸿富瀚,238.0,消费电子、消费电子零部件及组装,,2,0,industry_board、report_industry,282087477.37,62.7503472154,38830262.15,107.74,1.97,-6.363086973778,38.1162062962,消费电子,2026-04-28,19.0739920456,True,True,True,True,True,True,True,,,,,True,True,True,True,True,106.40345718991222,56.816267,20260331,,True,True,True,True,
301031,中熔电气,174.21,其他电子Ⅱ、其他电子Ⅲ,,2,0,industry_board、report_industry,631561167.06,61.92163638,113871411.72,87.43,7.31,0.443254859418,35.8881088296,其他电子Ⅱ,2026-04-25,19.1533566637,True,True,True,True,True,True,True,,,,,True,True,True,True,True,83.15999943151189,53.773042,20260331,,True,True,True,True,
300620,光库科技,272.08,通信网络设备及器件、通信设备,,2,0,industry_board、report_industry,426465402.22,60.7961025465,44736399.48,312.52,2.05,-0.136090476887,36.6330601678,通信设备,2026-04-23,26.4444989384,True,True,True,True,True,True,True,,,,,True,True,True,True,True,561.0453930745464,42.000488,20260331,,True,True,True,True,
688678,福立旺,25.66,消费电子、消费电子零部件及组装,,2,0,industry_board、report_industry,540307903.22,59.6263603687,45522268.88,223.03,2.39,0.620240972616,27.7254134573,消费电子,2026-04-30,19.0739920456,True,True,True,True,True,True,True,,,,,True,True,True,True,True,304.59612301852746,44.766697,20260331,,True,True,True,True,
601138,工业富联,65.97,消费电子、消费电子零部件及组装,,2,0,industry_board、report_industry,251078078000.0,56.5177808658,10594857000.0,102.55,6.18,1.261031628047,7.3505079165,消费电子,2026-04-29,19.0739920456,True,True,True,True,True,True,True,,,,,True,True,True,True,True,109.05342416271128,61.382211,20260331,,True,True,True,True,
688629,华丰科技,129.88,军工电子Ⅱ、军工电子Ⅲ,,2,0,industry_board、report_industry,633223075.0,56.1486203819,105112635.87,230.43,5.61,0.928003699303,30.3410928242,军工电子Ⅱ,2026-04-28,32.853258762050004,True,True,True,True,True,True,True,,,,,True,True,True,True,True,322.94974586186385,51.862729,20260331,,True,True,True,True,
603076,乐惠国际,29.41,专用设备、其他专用设备,,2,0,industry_board、report_industry,321059803.61,55.7287660543,8206091.08,-8.19,0.64,-1.007923199513,21.5469696369,专用设备,2026-04-29,26.2122886368,True,True,True,True,True,True,True,,,,,True,True,True,True,True,27.45817533467685,60.652787,20260331,,True,True,True,True,
301285,鸿日达,117.64,消费电子、消费电子零部件及组装,,2,0,industry_board、report_industry,251755404.62,55.166165057,-17306081.54,-42.19,-1.82,-0.219564128756,15.4848992334,消费电子,2026-04-28,19.0739920456,True,True,True,True,True,True,True,,,,,True,True,True,True,True,27.72789134941558,52.638894,20260331,,True,True,True,True,
300442,润泽科技,102.41,通信应用增值服务、通信服务,,2,0,industry_board、report_industry,1839577854.19,53.5531800545,582229780.78,35.35,4.17,0.805126529469,46.7988138457,通信服务,2026-04-10,15.5459951305,True,True,True,True,True,True,True,,,,,True,True,True,True,True,35.91579732271608,64.970649,20260331,,True,True,True,True,
688378,奥来德,49.04,光学元件、光学光电子,,2,0,industry_board、report_industry,235108839.58,53.5496202174,80087529.5,214.86,4.36,0.831565552733,54.3342634238,光学光电子,2026-04-22,18.0566157497,True,True,True,True,True,True,True,,,,,True,True,True,True,True,337.88369099103807,25.445828,20260331,,True,True,True,True,
301606,绿联科技,80.29,品牌消费电子、消费电子,,2,0,industry_board、report_industry,2798115866.69,53.4215811928,237638095.49,58.14,6.79,-0.462613368458,39.2577590798,消费电子,2026-04-28,19.0739920456,True,True,True,True,True,True,True,,,,,True,True,True,True,True,62.72943289062138,26.223398,20260331,,True,True,True,True,
300184,力源信息,14.47,其他电子Ⅱ、其他电子Ⅲ,,2,0,industry_board、report_industry,2835270604.16,52.0051605124,137321738.46,240.58,3.24,-0.066176084337,10.8606393202,其他电子Ⅱ,2026-04-20,19.1533566637,True,True,True,True,True,True,True,,,,,True,True,True,True,True,243.31226738965643,43.434001,20260331,,True,True,True,True,
688195,腾景科技,340.98,光学元件、光学光电子,,2,0,industry_board、report_industry,171171017.57,51.1714357439,14433777.9,10.74,1.45,-0.040109392192,37.2200799262,光学光电子,2026-04-25,18.0566157497,True,True,True,True,True,True,True,,,,,True,True,True,True,True,18.506198854486257,34.142726,20260331,,True,True,True,True,
002119,康强电子,23.05,半导体、半导体材料,,2,0,industry_board、report_industry,656080602.65,49.3054336642,25467724.63,-1.74,1.84,-0.432340014869,14.5003479368,半导体,2026-04-18,32.2948328539,True,True,True,True,True,True,True,,,,,True,True,True,True,True,185.05357961772845,50.063302,20260331,,True,True,True,True,
300607,拓斯达,33.25,机器人、自动化设备,,2,0,industry_board、report_industry,537683103.36,48.5255071464,48083284.06,1147.36,1.66,-0.231234709294,32.4928933396,自动化设备,2026-04-23,29.231632947549997,True,True,True,True,True,True,True,,,,,True,True,True,True,True,2661.369699571652,49.164184,20260331,,True,True,True,True,
688531,日联科技,134.29,专用设备、其他专用设备,,2,0,industry_board、report_industry,295940563.21,48.3361917305,44153197.26,24.98,1.3,0.007062636574,42.883709196,专用设备,2026-04-29,26.2122886368,True,True,True,True,True,True,True,,,,,True,True,True,True,True,63.16720480166962,19.947124,20260331,,True,True,True,True,
000062,深圳华强,32.17,其他电子Ⅱ、其他电子Ⅲ,,2,0,industry_board、report_industry,7701131823.32,47.2777277916,200888573.83,90.28,2.95,-0.554857700025,8.0676621995,其他电子Ⅱ,2026-04-29,19.1533566637,True,True,True,True,True,True,True,,,,,True,True,True,True,True,121.12012189807145,56.992484,20260331,,True,True,True,True,
300408,三环集团,86.8,元件、被动元件,,2,0,industry_board、report_industry,2680993393.34,46.2513484871,790899567.77,48.48,3.59,0.081756075323,43.4889327966,元件,2026-04-24,20.247973137800003,True,True,True,True,True,True,True,,,,,True,True,True,True,True,60.822184866141306,17.136145,20260331,,True,True,True,True,
300968,格林精密,12.63,消费电子、消费电子零部件及组装,,2,0,industry_board、report_industry,303534660.86,46.1367506946,-45063259.68,-300.98,-2.49,0.122594852823,11.0801075451,消费电子,2026-04-25,19.0739920456,True,True,True,True,True,True,True,,,,,True,True,True,True,True,270.18133816802407,18.27778,20260331,,True,True,True,True,
300843,胜蓝股份,93.65,消费电子、消费电子零部件及组装,,2,0,industry_board、report_industry,491875184.37,46.0906195296,36061152.31,19.63,2.21,-0.269115891562,23.7024631827,消费电子,2026-04-27,19.0739920456,True,True,True,True,True,True,True,,,,,True,True,True,True,True,16.82804169343397,46.111133,20260331,,True,True,True,True,
301568,思泰克,57.91,其他自动化设备、自动化设备,,2,0,industry_board、report_industry,112421522.86,45.5563398038,26434195.01,44.18,2.5,0.275603511094,50.8792886494,自动化设备,2026-04-29,29.231632947549997,True,True,True,True,True,True,True,,,,,True,True,True,True,True,49.1421726099418,12.408324,20260331,,True,True,True,True,
