market,sector,month,pe_n,pe_mean,pe_median,pb_n,pb_mean,pb_median,ps_n,ps_mean,ps_median
CN,CN_IT服务Ⅱ,2018-01,19,60.94,48.77,20,4.75,4.22,20,6.42,4.4
CN,CN_IT服务Ⅱ,2018-02,19,83.7,46.95,20,4.62,4.13,20,5.82,3.89
CN,CN_IT服务Ⅱ,2018-03,19,92.74,53.43,20,5.37,4.25,20,6.7,4.66
CN,CN_IT服务Ⅱ,2018-04,19,108.8,55.41,20,5.07,3.86,20,6.4,4.33
CN,CN_IT服务Ⅱ,2018-05,19,96.66,52.2,20,4.69,3.52,20,5.89,4.7
CN,CN_IT服务Ⅱ,2018-06,19,83.34,48.14,20,4.22,2.92,20,5.29,3.87
CN,CN_IT服务Ⅱ,2018-07,19,82.03,46.49,20,3.97,3.07,20,4.86,3.95
CN,CN_IT服务Ⅱ,2018-08,19,63.1,45.65,20,3.88,2.94,20,4.68,3.67
CN,CN_IT服务Ⅱ,2018-09,19,60.57,43.42,20,3.71,2.87,20,4.46,3.62
CN,CN_IT服务Ⅱ,2018-10,19,52.56,38.85,20,3.11,2.38,20,3.78,2.87
CN,CN_IT服务Ⅱ,2018-11,19,54.97,39.07,20,3.24,2.48,20,3.97,3.12
CN,CN_IT服务Ⅱ,2018-12,19,53.47,38.31,20,3.17,2.37,20,3.92,3.23
CN,CN_IT服务Ⅱ,2019-01,19,51.46,37.33,20,2.97,2.28,20,3.85,2.87
CN,CN_IT服务Ⅱ,2019-02,19,63.27,43.49,20,3.77,2.78,20,4.64,3.14
CN,CN_IT服务Ⅱ,2019-03,19,85.77,55.82,20,4.26,3.01,20,5.19,3.67
CN,CN_IT服务Ⅱ,2019-04,20,79.34,50.39,20,3.99,3.3,20,4.67,3.17
CN,CN_IT服务Ⅱ,2019-05,19,73.66,48.72,20,3.82,3.27,20,4.42,3.05
CN,CN_IT服务Ⅱ,2019-06,19,70.13,46.62,20,3.74,3.11,20,4.32,3.14
CN,CN_IT服务Ⅱ,2019-07,19,68.09,45.9,20,3.68,2.89,20,4.22,2.99
CN,CN_IT服务Ⅱ,2019-08,19,69.62,46.46,20,3.83,2.98,20,4.27,2.97
CN,CN_IT服务Ⅱ,2019-09,18,60.5,47.0,20,3.85,3.04,20,4.31,2.96
CN,CN_IT服务Ⅱ,2019-10,18,56.12,49.03,20,3.95,3.07,20,4.33,2.97
CN,CN_IT服务Ⅱ,2019-11,17,57.97,44.96,20,3.91,2.9,20,4.27,2.91
CN,CN_IT服务Ⅱ,2019-12,18,62.94,48.6,21,4.05,3.01,21,5.71,3.19
CN,CN_IT服务Ⅱ,2020-01,18,70.74,51.69,21,4.66,3.76,21,6.72,4.01
CN,CN_IT服务Ⅱ,2020-02,18,74.31,57.53,21,4.94,4.08,21,6.36,4.49
CN,CN_IT服务Ⅱ,2020-03,19,67.43,52.53,21,4.27,3.69,21,5.57,3.38
CN,CN_IT服务Ⅱ,2020-04,20,106.15,58.99,21,4.47,3.8,21,5.98,3.98
CN,CN_IT服务Ⅱ,2020-05,20,106.36,54.54,21,4.35,3.57,21,6.04,3.76
CN,CN_IT服务Ⅱ,2020-06,20,125.75,61.8,21,4.82,3.8,21,6.84,4.1
CN,CN_IT服务Ⅱ,2020-07,21,123.52,64.6,22,5.31,4.1,22,7.56,4.1
CN,CN_IT服务Ⅱ,2020-08,21,119.69,60.73,22,5.15,4.13,22,7.27,4.23
CN,CN_IT服务Ⅱ,2020-09,21,76.76,50.43,23,4.26,3.63,23,6.91,3.93
CN,CN_IT服务Ⅱ,2020-10,21,93.85,59.16,23,4.09,3.31,23,6.65,3.65
CN,CN_IT服务Ⅱ,2020-11,20,90.86,48.63,23,4.04,3.24,23,6.34,3.68
CN,CN_IT服务Ⅱ,2020-12,22,149.44,49.06,23,3.62,2.71,23,5.7,3.41
CN,CN_IT服务Ⅱ,2021-01,22,131.32,47.33,23,3.43,2.6,23,5.48,3.47
CN,CN_IT服务Ⅱ,2021-02,22,134.58,47.95,23,3.4,2.8,23,5.19,3.2
CN,CN_IT服务Ⅱ,2021-03,23,118.92,36.56,23,3.3,2.58,23,5.04,3.39
CN,CN_IT服务Ⅱ,2021-04,23,75.35,37.43,23,3.18,2.54,23,4.78,2.7
CN,CN_IT服务Ⅱ,2021-05,19,63.15,38.64,23,3.5,2.67,23,5.2,3.15
CN,CN_IT服务Ⅱ,2021-06,19,66.54,37.81,23,3.66,2.83,23,5.48,3.04
CN,CN_IT服务Ⅱ,2021-07,19,59.51,39.09,23,3.35,2.43,23,4.9,2.8
CN,CN_IT服务Ⅱ,2021-08,19,61.06,42.78,23,3.33,2.36,23,5.14,4.13
CN,CN_IT服务Ⅱ,2021-09,19,62.35,42.33,23,3.35,2.3,23,5.13,3.52
CN,CN_IT服务Ⅱ,2021-10,21,64.42,42.85,24,3.35,2.17,24,4.87,3.15
CN,CN_IT服务Ⅱ,2021-11,22,72.16,48.72,25,4.19,2.59,25,5.68,3.88
CN,CN_IT服务Ⅱ,2021-12,22,74.3,53.44,25,3.62,2.5,25,5.9,4.19
CN,CN_IT服务Ⅱ,2022-01,22,74.78,48.24,25,3.51,2.43,25,5.89,4.29
CN,CN_IT服务Ⅱ,2022-02,22,79.38,56.18,25,3.7,2.68,25,5.89,5.36
CN,CN_IT服务Ⅱ,2022-03,22,77.26,40.95,26,3.13,2.43,26,4.9,4.31
CN,CN_IT服务Ⅱ,2022-04,22,68.83,40.69,26,2.45,1.81,26,3.71,3.17
CN,CN_IT服务Ⅱ,2022-05,21,63.29,40.2,26,2.73,1.95,26,4.23,3.32
CN,CN_IT服务Ⅱ,2022-06,22,63.76,40.51,27,2.89,2.17,27,4.42,3.52
CN,CN_IT服务Ⅱ,2022-07,22,67.31,41.41,27,3.03,2.26,27,4.57,3.52
CN,CN_IT服务Ⅱ,2022-08,22,72.87,44.22,27,2.83,2.01,27,4.44,3.33
CN,CN_IT服务Ⅱ,2022-09,21,64.25,42.96,27,2.42,2.06,27,4.07,3.05
CN,CN_IT服务Ⅱ,2022-10,22,104.61,56.18,27,3.05,2.53,27,5.18,3.4
CN,CN_IT服务Ⅱ,2022-11,20,104.48,52.19,27,3.19,2.34,27,5.26,3.3
CN,CN_IT服务Ⅱ,2022-12,20,99.34,54.0,27,2.95,2.28,27,4.82,3.42
CN,CN_IT服务Ⅱ,2023-01,20,109.8,57.85,27,3.14,2.51,27,5.72,3.75
CN,CN_IT服务Ⅱ,2023-02,20,121.81,61.3,27,3.33,2.51,27,5.99,4.04
CN,CN_IT服务Ⅱ,2023-03,19,114.4,66.73,27,3.7,3.09,27,6.74,4.94
CN,CN_IT服务Ⅱ,2023-04,19,133.13,81.41,28,3.6,2.92,28,7.92,4.31
CN,CN_IT服务Ⅱ,2023-05,18,121.14,71.74,28,4.06,3.11,28,8.64,4.64
CN,CN_IT服务Ⅱ,2023-06,18,121.59,71.85,28,4.06,3.04,28,8.25,4.58
CN,CN_IT服务Ⅱ,2023-07,19,113.16,81.31,29,4.0,2.87,29,8.01,4.61
CN,CN_IT服务Ⅱ,2023-08,19,110.79,71.93,29,4.04,3.02,29,8.13,4.54
CN,CN_IT服务Ⅱ,2023-09,19,100.71,67.05,29,3.72,2.98,29,7.55,4.47
CN,CN_IT服务Ⅱ,2023-10,20,131.4,75.74,29,3.54,2.9,29,7.63,4.35
CN,CN_IT服务Ⅱ,2023-11,20,135.64,81.82,29,3.69,3.25,29,8.16,4.86
CN,CN_IT服务Ⅱ,2023-12,20,130.29,78.4,29,3.57,3.1,29,7.84,4.98
CN,CN_IT服务Ⅱ,2024-01,20,100.66,55.95,29,2.68,2.25,29,5.89,3.83
CN,CN_IT服务Ⅱ,2024-02,20,119.04,65.92,29,3.1,2.52,29,6.64,3.79
CN,CN_IT服务Ⅱ,2024-03,20,120.97,68.53,29,3.13,2.66,29,6.68,4.13
CN,CN_IT服务Ⅱ,2024-04,20,93.04,56.46,29,2.95,2.45,29,6.1,4.13
CN,CN_IT服务Ⅱ,2024-05,16,77.76,50.29,29,2.77,2.34,29,5.73,4.13
CN,CN_IT服务Ⅱ,2024-06,16,72.17,46.18,29,2.61,2.23,29,5.42,3.98
CN,CN_IT服务Ⅱ,2024-07,16,69.59,44.69,29,2.71,2.19,29,5.5,3.97
CN,CN_IT服务Ⅱ,2024-08,16,82.52,50.16,29,2.5,2.01,29,4.95,3.44
CN,CN_IT服务Ⅱ,2024-09,16,127.61,68.17,29,3.44,2.64,29,6.47,4.58
CN,CN_IT服务Ⅱ,2024-10,17,163.78,87.72,29,4.09,2.93,29,7.14,5.27
CN,CN_IT服务Ⅱ,2024-11,15,167.06,75.96,29,4.15,3.34,29,7.66,5.56
CN,CN_IT服务Ⅱ,2024-12,15,158.9,74.81,29,3.87,2.88,29,7.29,4.81
CN,CN_IT服务Ⅱ,2025-01,15,156.86,70.74,29,3.73,2.9,29,7.22,4.71
CN,CN_IT服务Ⅱ,2025-02,15,182.99,90.21,29,4.39,3.36,29,8.38,5.2
CN,CN_IT服务Ⅱ,2025-03,15,176.07,84.69,29,4.14,3.19,29,8.33,5.22
CN,CN_IT服务Ⅱ,2025-04,19,233.06,97.9,29,4.07,3.06,29,8.14,5.17
CN,CN_IT服务Ⅱ,2025-05,16,176.5,92.44,29,4.11,3.26,29,8.4,5.08
CN,CN_IT服务Ⅱ,2025-06,16,178.92,95.63,29,4.31,3.97,29,8.71,6.1
CN,CN_IT服务Ⅱ,2025-07,15,127.56,94.0,29,4.63,4.5,29,9.47,6.59
CN,CN_IT服务Ⅱ,2025-08,17,232.39,134.48,29,5.36,5.32,29,11.3,6.16
CN,CN_IT服务Ⅱ,2025-09,16,224.11,118.93,29,5.12,4.78,29,10.69,5.69
CN,CN_IT服务Ⅱ,2025-10,16,214.85,120.5,29,4.91,4.89,29,10.38,5.56
CN,CN_IT服务Ⅱ,2025-11,15,181.68,102.68,30,4.87,4.54,30,9.9,7.18
CN,CN_IT服务Ⅱ,2025-12,15,179.59,99.67,30,4.58,4.56,30,9.5,6.46
CN,CN_IT服务Ⅱ,2026-01,15,199.83,109.87,30,5.08,4.98,30,11.34,6.87
CN,CN_IT服务Ⅱ,2026-02,15,210.63,106.43,30,7.56,5.03,30,16.93,7.39
CN,CN_IT服务Ⅱ,2026-03,17,170.0,111.8,30,4.47,4.36,30,13.63,6.27
CN,CN_IT服务Ⅱ,2026-04,21,268.73,151.61,30,4.61,4.58,30,11.83,5.66
CN,CN_IT服务Ⅱ,2026-05,19,261.15,156.51,30,4.18,4.29,30,10.48,5.16
CN,CN_IT服务Ⅱ,2026-06,19,254.89,145.48,30,4.03,3.85,30,10.0,4.62
CN,CN_专业工程,2018-01,12,47.03,32.3,13,2.83,2.45,13,2.22,2.08
CN,CN_专业工程,2018-02,13,34.68,27.22,13,2.66,2.24,13,1.92,1.3
CN,CN_专业工程,2018-03,12,36.99,25.81,13,2.87,2.38,13,2.03,1.39
CN,CN_专业工程,2018-04,12,36.35,25.09,13,2.69,2.14,13,1.85,1.41
CN,CN_专业工程,2018-05,12,33.82,27.31,13,2.51,2.06,13,1.74,1.32
CN,CN_专业工程,2018-06,12,29.44,24.15,13,2.21,1.88,13,1.52,1.12
CN,CN_专业工程,2018-07,12,29.65,24.0,13,2.06,1.85,13,1.49,1.07
CN,CN_专业工程,2018-08,12,24.55,18.37,13,1.93,1.68,13,1.39,0.98
CN,CN_专业工程,2018-09,12,23.97,18.11,13,1.86,1.73,13,1.34,0.94
CN,CN_专业工程,2018-10,12,22.6,21.43,13,1.63,1.39,13,1.23,0.84
CN,CN_专业工程,2018-11,12,23.36,20.96,13,1.68,1.4,13,1.28,0.8
CN,CN_专业工程,2018-12,12,22.35,19.82,13,1.6,1.39,13,1.22,0.74
CN,CN_专业工程,2019-01,12,22.39,17.28,13,1.69,1.38,13,1.2,0.75
CN,CN_专业工程,2019-02,13,30.27,21.89,13,1.98,1.7,13,1.67,0.85
CN,CN_专业工程,2019-03,12,35.47,24.95,13,2.25,2.02,13,1.87,0.93
CN,CN_专业工程,2019-04,11,27.4,22.37,13,2.12,1.94,13,2.12,1.14
CN,CN_专业工程,2019-05,11,25.82,25.22,13,2.03,1.75,13,2.06,1.15
CN,CN_专业工程,2019-06,11,25.66,22.93,13,2.02,1.77,13,2.05,1.15
CN,CN_专业工程,2019-07,11,24.74,25.88,13,1.89,1.76,13,1.98,0.99
CN,CN_专业工程,2019-08,11,24.52,22.95,13,1.83,1.69,13,14.21,0.91
CN,CN_专业工程,2019-09,11,25.15,23.95,13,1.84,1.64,13,14.24,0.96
CN,CN_专业工程,2019-10,11,23.69,21.75,13,1.84,1.68,13,14.26,0.88
CN,CN_专业工程,2019-11,11,22.59,21.03,13,1.77,1.58,12,1.3,0.71
CN,CN_专业工程,2019-12,11,24.36,22.04,13,4.01,1.68,12,1.41,0.78
CN,CN_专业工程,2020-01,11,24.51,23.55,13,3.71,1.67,12,1.4,0.79
CN,CN_专业工程,2020-02,11,24.33,24.83,13,3.74,1.65,13,2.8,0.93
CN,CN_专业工程,2020-03,12,31.37,28.07,13,3.56,1.71,13,2.55,0.96
CN,CN_专业工程,2020-04,12,37.39,27.7,13,4.0,1.74,13,2.62,1.0
CN,CN_专业工程,2020-05,11,32.95,24.86,13,3.87,1.75,13,2.55,0.99
CN,CN_专业工程,2020-06,11,35.21,26.95,13,3.94,1.72,13,2.59,0.98
CN,CN_专业工程,2020-07,11,41.99,30.8,13,4.55,1.96,13,3.08,1.14
CN,CN_专业工程,2020-08,11,39.91,27.81,13,4.87,1.97,13,3.22,1.12
CN,CN_专业工程,2020-09,10,31.61,24.36,13,4.33,1.7,13,3.25,1.03
CN,CN_专业工程,2020-10,10,74.29,23.49,13,4.2,1.76,13,3.15,1.03
CN,CN_专业工程,2020-11,10,75.1,24.66,13,4.2,1.87,13,3.45,1.12
CN,CN_专业工程,2020-12,10,67.3,21.22,13,4.68,1.7,13,3.05,1.05
CN,CN_专业工程,2021-01,11,61.11,19.57,13,4.78,1.46,13,3.11,0.96
CN,CN_专业工程,2021-02,11,59.99,23.91,13,4.86,1.54,13,3.16,0.87
CN,CN_专业工程,2021-03,11,61.63,27.54,13,5.78,1.65,13,3.26,0.95
CN,CN_专业工程,2021-04,11,24.33,22.37,14,5.79,1.74,14,3.06,0.86
CN,CN_专业工程,2021-05,10,32.74,21.64,14,6.01,1.74,14,2.95,0.96
CN,CN_专业工程,2021-06,10,32.7,23.79,14,6.66,1.73,14,3.25,0.94
CN,CN_专业工程,2021-07,10,30.69,23.72,14,6.27,1.74,14,2.99,0.99
CN,CN_专业工程,2021-08,10,29.7,21.85,14,7.86,2.12,14,3.19,1.07
CN,CN_专业工程,2021-09,10,28.3,18.96,14,11.2,1.83,14,3.36,1.08
CN,CN_专业工程,2021-10,11,81.0,19.93,14,11.2,1.74,14,3.01,1.05
CN,CN_专业工程,2021-11,11,87.42,21.19,14,13.06,1.87,14,3.44,1.0
CN,CN_专业工程,2021-12,11,95.98,25.35,14,3.82,2.24,14,7.3,1.17
CN,CN_专业工程,2022-01,11,95.06,23.25,14,2.97,2.07,14,4.39,1.02
CN,CN_专业工程,2022-02,11,99.69,23.53,14,3.4,2.31,14,5.27,1.2
CN,CN_专业工程,2022-03,12,100.38,25.87,14,2.79,2.23,14,5.46,1.12
CN,CN_专业工程,2022-04,11,25.5,19.09,14,2.33,1.67,14,3.51,0.9
CN,CN_专业工程,2022-05,11,28.11,19.83,14,2.63,1.88,14,3.86,0.96
CN,CN_专业工程,2022-06,11,28.09,21.19,14,2.62,1.93,14,4.05,0.98
CN,CN_专业工程,2022-07,11,26.91,20.54,14,2.82,1.86,14,4.88,0.98
CN,CN_专业工程,2022-08,11,68.38,21.76,14,2.75,2.27,14,2.49,1.01
CN,CN_专业工程,2022-09,11,60.27,18.7,14,2.42,1.74,14,2.22,0.91
CN,CN_专业工程,2022-10,11,76.6,19.6,14,2.56,1.75,14,1.99,0.92
CN,CN_专业工程,2022-11,10,25.86,21.07,14,2.97,2.28,14,2.4,1.03
CN,CN_专业工程,2022-12,10,22.72,20.44,14,2.62,2.09,14,2.04,1.0
CN,CN_专业工程,2023-01,10,27.33,22.34,13,2.91,2.11,14,2.36,1.09
CN,CN_专业工程,2023-02,10,26.97,23.74,13,2.87,2.05,14,2.22,1.15
CN,CN_专业工程,2023-03,10,25.83,23.94,13,2.89,1.98,14,2.26,1.17
CN,CN_专业工程,2023-04,11,43.96,24.9,13,3.01,2.35,14,2.19,1.13
CN,CN_专业工程,2023-05,10,37.5,21.14,13,2.82,1.95,14,2.03,0.97
CN,CN_专业工程,2023-06,10,38.91,21.27,13,2.98,1.9,14,2.3,1.0
CN,CN_专业工程,2023-07,10,39.71,21.62,13,2.99,2.02,14,2.23,1.05
CN,CN_专业工程,2023-08,10,36.55,19.43,13,2.71,1.86,14,2.1,0.87
CN,CN_专业工程,2023-09,9,21.84,19.33,13,2.69,1.86,14,2.16,0.91
CN,CN_专业工程,2023-10,11,44.4,18.52,13,2.44,1.89,14,1.78,0.79
CN,CN_专业工程,2023-11,11,44.07,18.73,13,2.4,1.87,14,1.75,0.87
CN,CN_专业工程,2023-12,11,50.13,18.24,13,2.61,1.73,14,2.09,0.85
CN,CN_专业工程,2024-01,11,40.95,16.24,14,4.05,1.68,14,1.57,0.95
CN,CN_专业工程,2024-02,11,42.71,15.75,14,4.07,1.61,14,1.56,0.86
CN,CN_专业工程,2024-03,11,38.15,16.18,14,4.01,1.71,14,1.53,0.82
CN,CN_专业工程,2024-04,12,19.26,15.39,14,3.75,1.61,14,1.4,0.78
CN,CN_专业工程,2024-05,12,18.36,14.51,14,3.78,1.59,14,1.33,0.74
CN,CN_专业工程,2024-06,12,16.81,13.79,14,3.18,1.33,14,1.19,0.69
CN,CN_专业工程,2024-07,12,16.2,13.53,14,3.21,1.42,14,1.14,0.69
CN,CN_专业工程,2024-08,12,16.16,12.66,14,2.86,1.3,14,1.02,0.64
CN,CN_专业工程,2024-09,12,20.53,14.69,14,3.52,1.56,14,1.34,0.76
CN,CN_专业工程,2024-10,12,27.93,15.29,14,4.43,1.82,14,1.72,0.8
CN,CN_专业工程,2024-11,12,27.89,16.85,14,4.35,2.05,14,1.81,0.91
CN,CN_专业工程,2024-12,12,27.17,15.86,14,4.54,1.78,14,1.7,0.84
CN,CN_专业工程,2025-01,12,25.78,14.89,14,4.23,1.75,14,1.6,0.79
CN,CN_专业工程,2025-02,12,30.0,16.09,14,4.59,1.84,14,1.79,0.85
CN,CN_专业工程,2025-03,12,27.49,16.42,14,4.21,1.84,14,1.66,0.83
CN,CN_专业工程,2025-04,12,46.86,20.29,14,4.76,1.89,14,1.93,0.78
CN,CN_专业工程,2025-05,11,38.15,18.39,14,4.77,1.87,14,2.01,0.77
CN,CN_专业工程,2025-06,11,38.39,16.37,14,5.44,1.95,14,2.08,0.8
CN,CN_专业工程,2025-07,11,48.19,17.55,14,7.11,1.98,14,2.32,0.82
CN,CN_专业工程,2025-08,11,49.1,18.97,14,7.55,2.05,14,2.54,0.86
CN,CN_专业工程,2025-09,10,29.3,19.8,14,6.42,2.06,14,2.73,0.93
CN,CN_专业工程,2025-10,11,42.57,20.06,14,6.31,1.96,14,2.65,0.94
CN,CN_专业工程,2025-11,11,43.12,19.86,14,6.47,1.99,14,2.7,0.98
CN,CN_专业工程,2025-12,11,42.0,20.06,14,6.58,1.89,14,2.7,0.97
CN,CN_专业工程,2026-01,11,48.39,25.46,13,6.85,1.87,14,3.14,0.96
CN,CN_专业工程,2026-02,11,48.93,26.86,13,7.69,1.91,14,3.75,0.99
CN,CN_专业工程,2026-03,11,48.55,23.36,13,7.01,1.83,14,3.46,1.11
CN,CN_专业工程,2026-04,12,104.72,36.4,13,6.82,1.76,14,3.04,1.14
CN,CN_专业工程,2026-05,11,92.07,30.37,13,6.07,1.49,14,2.8,1.16
CN,CN_专业工程,2026-06,11,92.75,28.09,13,6.38,1.42,14,2.92,1.25
CN,CN_专用设备,2018-01,9,90.85,47.08,11,3.95,2.89,11,4.91,3.1
CN,CN_专用设备,2018-02,9,80.58,46.6,11,3.68,2.78,11,4.17,3.02
CN,CN_专用设备,2018-03,11,148.09,66.26,11,3.97,2.89,11,4.4,2.99
CN,CN_专用设备,2018-04,11,99.96,44.28,11,3.73,2.92,11,3.9,2.95
CN,CN_专用设备,2018-05,11,99.14,41.66,11,3.65,2.81,11,3.96,3.08
CN,CN_专用设备,2018-06,11,84.66,36.85,11,3.11,2.41,11,3.42,2.64
CN,CN_专用设备,2018-07,11,88.92,40.02,11,3.1,2.38,11,3.51,2.64
CN,CN_专用设备,2018-08,11,57.61,30.94,11,2.92,2.19,11,3.06,2.41
CN,CN_专用设备,2018-09,11,61.83,32.85,11,2.96,2.51,11,3.14,2.27
CN,CN_专用设备,2018-10,11,47.09,33.66,11,2.62,2.14,11,2.66,1.99
CN,CN_专用设备,2018-11,11,48.64,30.66,11,2.77,2.13,11,2.64,2.06
CN,CN_专用设备,2018-12,11,46.19,27.95,11,2.7,2.07,11,2.48,2.03
CN,CN_专用设备,2019-01,11,43.41,27.36,11,2.47,1.99,11,2.41,1.78
CN,CN_专用设备,2019-02,11,93.24,31.36,11,3.07,2.39,11,2.79,2.09
CN,CN_专用设备,2019-03,11,105.44,37.22,11,3.48,2.68,11,3.08,2.26
CN,CN_专用设备,2019-04,11,91.2,42.75,11,3.02,2.38,11,2.7,1.79
CN,CN_专用设备,2019-05,9,62.54,42.76,11,3.02,2.48,11,2.97,1.81
CN,CN_专用设备,2019-06,9,61.11,44.51,11,2.93,2.44,11,2.77,1.88
CN,CN_专用设备,2019-07,9,60.1,43.94,11,2.8,2.29,11,2.94,1.86
CN,CN_专用设备,2019-08,9,60.23,41.62,11,2.67,2.15,11,2.72,1.85
CN,CN_专用设备,2019-09,9,61.62,42.15,11,2.72,2.16,11,2.9,1.87
CN,CN_专用设备,2019-10,9,58.95,52.91,11,2.71,2.16,11,2.77,1.98
CN,CN_专用设备,2019-11,9,57.07,48.66,11,2.64,2.06,11,2.67,1.82
CN,CN_专用设备,2019-12,9,61.4,54.53,11,2.82,2.34,11,2.98,2.04
CN,CN_专用设备,2020-01,9,60.45,50.43,11,2.81,2.22,11,3.11,1.89
CN,CN_专用设备,2020-02,9,54.95,47.06,11,2.65,2.07,11,2.74,1.76
CN,CN_专用设备,2020-03,9,46.79,45.07,11,2.53,1.97,11,2.56,1.69
CN,CN_专用设备,2020-04,10,81.38,70.35,11,2.38,2.09,11,2.49,1.8
CN,CN_专用设备,2020-05,8,78.28,71.14,11,2.44,2.03,11,2.58,1.72
CN,CN_专用设备,2020-06,8,86.39,75.08,11,2.56,2.06,11,2.89,1.86
CN,CN_专用设备,2020-07,8,95.09,82.73,11,2.93,2.56,11,3.29,2.74
CN,CN_专用设备,2020-08,10,182.65,92.21,12,4.16,2.97,12,4.18,3.01
CN,CN_专用设备,2020-09,9,156.51,72.99,12,3.05,2.64,12,3.68,2.72
CN,CN_专用设备,2020-10,10,182.98,66.35,12,2.97,2.45,12,3.53,2.52
CN,CN_专用设备,2020-11,8,132.26,65.44,12,3.09,2.68,12,3.57,2.58
CN,CN_专用设备,2020-12,8,138.17,60.62,12,2.91,2.79,12,3.27,2.64
CN,CN_专用设备,2021-01,9,143.53,51.79,13,2.86,3.03,13,3.35,2.81
CN,CN_专用设备,2021-02,9,128.01,56.86,13,2.93,3.18,13,3.45,2.94
CN,CN_专用设备,2021-03,10,159.66,58.04,14,2.97,2.98,14,3.87,3.1
CN,CN_专用设备,2021-04,16,64.41,50.44,16,3.51,3.16,16,4.83,3.4
CN,CN_专用设备,2021-05,17,67.97,48.64,17,4.25,3.37,17,5.62,4.57
CN,CN_专用设备,2021-06,18,72.37,53.7,18,4.41,3.6,18,6.52,4.39
CN,CN_专用设备,2021-07,18,76.41,49.97,18,4.65,3.41,18,7.23,4.26
CN,CN_专用设备,2021-08,18,59.74,52.62,18,5.01,4.33,18,6.67,4.15
CN,CN_专用设备,2021-09,18,59.24,46.29,18,4.35,3.69,18,5.92,4.03
CN,CN_专用设备,2021-10,18,55.18,43.56,18,4.26,3.47,18,5.43,4.26
CN,CN_专用设备,2021-11,20,64.01,51.02,20,5.61,3.78,20,6.76,4.69
CN,CN_专用设备,2021-12,20,64.37,51.34,20,4.83,3.76,20,6.41,4.63
CN,CN_专用设备,2022-01,20,56.05,43.94,20,4.09,3.17,20,5.5,4.01
CN,CN_专用设备,2022-02,21,62.33,48.86,21,4.82,3.43,21,5.98,4.7
CN,CN_专用设备,2022-03,21,52.81,39.4,21,4.05,3.14,21,5.23,4.05
CN,CN_专用设备,2022-04,21,43.64,29.81,21,3.26,2.34,21,4.02,3.05
CN,CN_专用设备,2022-05,21,49.28,31.53,21,3.74,2.89,21,4.47,3.86
CN,CN_专用设备,2022-06,21,56.0,35.38,21,4.2,2.8,21,5.15,4.21
CN,CN_专用设备,2022-07,21,63.45,41.34,21,4.98,3.02,21,5.95,4.01
CN,CN_专用设备,2022-08,22,61.8,36.5,22,4.76,3.07,22,5.43,4.22
CN,CN_专用设备,2022-09,23,56.74,31.95,23,4.09,2.73,23,5.13,4.08
CN,CN_专用设备,2022-10,23,54.91,35.92,23,4.17,2.58,23,5.13,3.21
CN,CN_专用设备,2022-11,22,55.69,31.88,23,4.39,2.76,23,5.36,4.25
CN,CN_专用设备,2022-12,23,52.33,30.98,24,4.25,2.53,24,5.25,4.07
CN,CN_专用设备,2023-01,24,53.61,33.25,25,4.27,2.8,25,5.27,4.58
CN,CN_专用设备,2023-02,25,54.15,34.4,26,4.3,3.0,26,5.29,4.89
CN,CN_专用设备,2023-03,26,55.7,35.88,27,3.74,2.92,27,5.98,4.85
CN,CN_专用设备,2023-04,28,65.66,31.33,28,3.6,2.77,28,5.33,4.08
CN,CN_专用设备,2023-05,27,69.02,33.53,28,3.74,2.69,28,5.62,4.28
CN,CN_专用设备,2023-06,27,72.91,34.36,28,3.61,2.82,28,5.88,4.32
CN,CN_专用设备,2023-07,27,70.08,34.28,28,3.33,2.73,28,5.4,4.43
CN,CN_专用设备,2023-08,27,60.84,36.52,28,3.27,2.91,28,5.27,3.88
CN,CN_专用设备,2023-09,27,60.1,35.62,28,3.2,2.72,28,5.2,3.69
CN,CN_专用设备,2023-10,27,65.58,30.21,28,2.93,2.43,28,5.0,3.45
CN,CN_专用设备,2023-11,27,61.6,31.2,29,3.07,2.58,29,5.08,3.29
CN,CN_专用设备,2023-12,27,59.38,31.63,29,3.0,2.49,29,4.95,3.21
CN,CN_专用设备,2024-01,27,45.89,24.77,29,2.2,1.93,29,3.57,2.46
CN,CN_专用设备,2024-02,27,50.24,25.25,29,2.4,2.08,29,3.99,2.64
CN,CN_专用设备,2024-03,27,51.49,26.32,29,2.49,2.06,29,3.98,2.74
CN,CN_专用设备,2024-04,27,43.62,29.47,29,2.41,2.02,29,3.76,2.95
CN,CN_专用设备,2024-05,27,43.74,30.22,29,2.44,2.07,29,3.85,3.13
CN,CN_专用设备,2024-06,28,40.92,29.19,30,2.59,1.89,30,3.82,3.24
CN,CN_专用设备,2024-07,28,39.92,29.69,30,2.38,1.95,30,3.67,3.2
CN,CN_专用设备,2024-08,28,67.83,29.95,30,2.21,1.85,30,3.4,3.1
CN,CN_专用设备,2024-09,28,79.72,31.15,31,2.57,2.07,31,3.99,3.31
CN,CN_专用设备,2024-10,28,76.63,35.07,31,2.73,2.18,31,4.21,3.55
CN,CN_专用设备,2024-11,27,45.59,35.92,31,2.89,2.22,31,4.36,3.75
CN,CN_专用设备,2024-12,27,43.9,31.01,31,2.65,2.13,31,4.12,3.78
CN,CN_专用设备,2025-01,28,44.73,31.41,32,2.82,2.18,32,4.13,3.74
