market,sector,month,pe_n,pe_mean,pe_median,pb_n,pb_mean,pb_median,ps_n,ps_mean,ps_median
US,US_SIC481,2025-12,12,14.45,15.67,12,8.89,2.43,12,3.56,1.49
US,US_SIC481,2026-01,12,14.45,15.67,12,8.89,2.43,12,3.56,1.49
US,US_SIC481,2026-02,12,14.45,15.67,12,8.89,2.43,12,3.56,1.49
US,US_SIC481,2026-03,12,19.33,14.95,12,9.03,2.08,12,4.47,1.83
US,US_SIC483,2021-03,0,,,0,,,0,,
US,US_SIC483,2021-04,0,,,0,,,0,,
US,US_SIC483,2021-05,0,,,0,,,0,,
US,US_SIC483,2021-06,2,8.37,8.37,2,1.84,1.84,2,1.48,1.48
US,US_SIC483,2021-07,2,8.37,8.37,2,1.84,1.84,2,1.48,1.48
US,US_SIC483,2021-08,2,8.37,8.37,2,1.84,1.84,2,1.48,1.48
US,US_SIC483,2021-09,6,24.82,12.61,6,4.26,1.83,7,2.16,1.68
US,US_SIC483,2021-10,6,24.82,12.61,6,4.26,1.83,7,2.16,1.68
US,US_SIC483,2021-11,6,24.82,12.61,6,4.26,1.83,7,2.16,1.68
US,US_SIC483,2021-12,6,13.96,13.36,6,4.38,1.67,7,2.14,1.5
US,US_SIC483,2022-01,6,13.96,13.36,6,4.38,1.67,7,2.14,1.5
US,US_SIC483,2022-02,6,13.96,13.36,6,4.38,1.67,7,2.14,1.5
US,US_SIC483,2022-03,6,15.3,18.41,6,3.34,1.84,7,1.9,1.64
US,US_SIC483,2022-04,6,15.3,18.41,6,3.34,1.84,7,1.9,1.64
US,US_SIC483,2022-05,6,15.3,18.41,6,3.34,1.84,7,1.9,1.64
US,US_SIC483,2022-06,6,13.74,14.22,6,2.39,1.47,7,1.63,1.51
US,US_SIC483,2022-07,6,13.74,14.22,6,2.39,1.47,7,1.63,1.51
US,US_SIC483,2022-08,6,13.74,14.22,6,2.39,1.47,7,1.63,1.51
US,US_SIC483,2022-09,7,32.11,14.66,6,2.31,1.36,7,1.51,1.47
US,US_SIC483,2022-10,7,32.11,14.66,6,2.31,1.36,7,1.51,1.47
US,US_SIC483,2022-11,7,32.11,14.66,6,2.31,1.36,7,1.51,1.47
US,US_SIC483,2022-12,7,24.22,10.63,6,2.17,1.45,7,2.16,1.44
US,US_SIC483,2023-01,7,24.22,10.63,6,2.17,1.45,7,2.16,1.44
US,US_SIC483,2023-02,7,24.22,10.63,6,2.17,1.45,7,2.16,1.44
US,US_SIC483,2023-03,7,53.24,14.18,6,2.94,1.62,7,1.7,1.48
US,US_SIC483,2023-04,7,53.24,14.18,6,2.94,1.62,7,1.7,1.48
US,US_SIC483,2023-05,7,53.24,14.18,6,2.94,1.62,7,1.7,1.48
US,US_SIC483,2023-06,7,38.84,13.69,6,3.48,1.55,7,1.72,1.43
US,US_SIC483,2023-07,7,38.84,13.69,6,3.48,1.55,7,1.72,1.43
US,US_SIC483,2023-08,7,38.84,13.69,6,3.48,1.55,7,1.72,1.43
US,US_SIC483,2023-09,7,29.91,14.16,6,3.23,1.36,7,1.62,1.49
US,US_SIC483,2023-10,7,29.91,14.16,6,3.23,1.36,7,1.62,1.49
US,US_SIC483,2023-11,7,29.91,14.16,6,3.23,1.36,7,1.62,1.49
US,US_SIC483,2023-12,7,27.46,16.55,7,3.12,1.31,7,2.24,2.35
US,US_SIC483,2024-01,7,27.46,16.55,7,3.12,1.31,7,2.24,2.35
US,US_SIC483,2024-02,7,27.46,16.55,7,3.12,1.31,7,2.24,2.35
US,US_SIC483,2024-03,7,17.05,10.48,7,3.34,1.3,7,2.22,1.66
US,US_SIC483,2024-04,7,17.05,10.48,7,3.34,1.3,7,2.22,1.66
US,US_SIC483,2024-05,7,17.05,10.48,7,3.34,1.3,7,2.22,1.66
US,US_SIC483,2024-06,8,36.55,19.42,8,2.89,1.39,8,2.39,1.17
US,US_SIC483,2024-07,8,36.55,19.42,8,2.89,1.39,8,2.39,1.17
US,US_SIC483,2024-08,8,36.55,19.42,8,2.89,1.39,8,2.39,1.17
US,US_SIC483,2024-09,8,34.03,15.96,8,2.95,1.59,8,2.38,1.27
US,US_SIC483,2024-10,8,34.03,15.96,8,2.95,1.59,8,2.38,1.27
US,US_SIC483,2024-11,8,34.03,15.96,8,2.95,1.59,8,2.38,1.27
US,US_SIC483,2024-12,8,31.3,14.72,8,3.29,1.81,8,2.63,1.39
US,US_SIC483,2025-01,8,31.3,14.72,8,3.29,1.81,8,2.63,1.39
US,US_SIC483,2025-02,8,31.3,14.72,8,3.29,1.81,8,2.63,1.39
US,US_SIC483,2025-03,8,33.55,15.18,8,3.47,2.07,8,2.9,1.51
US,US_SIC483,2025-04,8,33.55,15.18,8,3.47,2.07,8,2.9,1.51
US,US_SIC483,2025-05,8,33.55,15.18,8,3.47,2.07,8,2.9,1.51
US,US_SIC483,2025-06,8,48.57,15.92,8,3.97,1.94,8,3.33,1.45
US,US_SIC483,2025-07,8,48.57,15.92,8,3.97,1.94,8,3.33,1.45
US,US_SIC483,2025-08,8,48.57,15.92,8,3.97,1.94,8,3.33,1.45
US,US_SIC483,2025-09,8,55.76,18.48,8,3.75,2.12,8,3.46,1.59
US,US_SIC483,2025-10,8,55.76,18.48,8,3.75,2.12,8,3.46,1.59
US,US_SIC483,2025-11,8,55.76,18.48,8,3.75,2.12,8,3.46,1.59
US,US_SIC483,2025-12,8,24.49,16.68,8,3.24,2.45,8,2.9,1.75
US,US_SIC483,2026-01,7,25.91,17.23,7,3.56,2.53,7,3.15,1.84
US,US_SIC483,2026-02,7,25.91,17.23,7,3.56,2.53,7,3.15,1.84
US,US_SIC483,2026-03,7,23.87,14.01,7,2.93,2.04,7,2.35,1.46
US,US_SIC484,2021-06,0,,,0,,,0,,
US,US_SIC484,2021-07,0,,,0,,,0,,
US,US_SIC484,2021-08,0,,,0,,,0,,
US,US_SIC484,2021-09,8,36.74,18.69,7,4.35,2.67,8,8.04,2.18
US,US_SIC484,2021-10,8,36.74,18.69,7,4.35,2.67,8,8.04,2.18
US,US_SIC484,2021-11,8,36.74,18.69,7,4.35,2.67,8,8.04,2.18
US,US_SIC484,2021-12,8,32.18,18.33,7,3.71,2.37,8,6.03,2.04
US,US_SIC484,2022-01,8,32.18,18.33,7,3.71,2.37,8,6.03,2.04
US,US_SIC484,2022-02,8,32.18,18.33,7,3.71,2.37,8,6.03,2.04
US,US_SIC484,2022-03,8,31.18,21.36,7,2.83,2.22,8,4.53,1.75
US,US_SIC484,2022-04,8,31.18,21.36,7,2.83,2.22,8,4.53,1.75
US,US_SIC484,2022-05,8,31.18,21.36,7,2.83,2.22,8,4.53,1.75
US,US_SIC484,2022-06,8,26.82,13.47,7,2.38,1.89,8,3.73,1.55
US,US_SIC484,2022-07,8,26.82,13.47,7,2.38,1.89,8,3.73,1.55
US,US_SIC484,2022-08,8,26.82,13.47,7,2.38,1.89,8,3.73,1.55
US,US_SIC484,2022-09,8,25.95,10.91,7,1.74,1.3,8,2.5,1.06
US,US_SIC484,2022-10,8,25.95,10.91,7,1.74,1.3,8,2.5,1.06
US,US_SIC484,2022-11,8,25.95,10.91,7,1.74,1.3,8,2.5,1.06
US,US_SIC484,2022-12,8,27.48,11.68,7,2.14,1.82,8,2.61,1.52
US,US_SIC484,2023-01,8,27.48,11.68,7,2.14,1.82,8,2.61,1.52
US,US_SIC484,2023-02,8,27.48,11.68,7,2.14,1.82,8,2.61,1.52
US,US_SIC484,2023-03,8,27.65,12.34,7,2.37,1.92,8,2.91,1.69
US,US_SIC484,2023-04,8,27.65,12.34,7,2.37,1.92,8,2.91,1.69
US,US_SIC484,2023-05,8,27.65,12.34,7,2.37,1.92,8,2.91,1.69
US,US_SIC484,2023-06,8,28.68,13.66,7,2.38,2.04,8,2.9,1.69
US,US_SIC484,2023-07,8,28.68,13.66,7,2.38,2.04,8,2.9,1.69
US,US_SIC484,2023-08,8,28.68,13.66,7,2.38,2.04,8,2.9,1.69
US,US_SIC484,2023-09,8,28.64,13.35,7,2.57,2.18,8,3.08,1.51
US,US_SIC484,2023-10,8,28.64,13.35,7,2.57,2.18,8,3.08,1.51
US,US_SIC484,2023-11,8,28.64,13.35,7,2.57,2.18,8,3.08,1.51
US,US_SIC484,2023-12,8,31.11,15.62,7,2.67,2.11,8,3.31,1.57
US,US_SIC484,2024-01,8,31.11,15.62,7,2.67,2.11,8,3.31,1.57
US,US_SIC484,2024-02,8,31.11,15.62,7,2.67,2.11,8,3.31,1.57
US,US_SIC484,2024-03,8,32.81,11.9,7,2.07,2.07,8,3.02,1.44
US,US_SIC484,2024-04,8,32.81,11.9,7,2.07,2.07,8,3.02,1.44
US,US_SIC484,2024-05,8,32.81,11.9,7,2.07,2.07,8,3.02,1.44
US,US_SIC484,2024-06,8,29.81,11.38,7,1.96,1.83,8,2.96,1.33
US,US_SIC484,2024-07,8,29.81,11.38,7,1.96,1.83,8,2.96,1.33
US,US_SIC484,2024-08,8,29.81,11.38,7,1.96,1.83,8,2.96,1.33
US,US_SIC484,2024-09,8,29.62,13.83,7,2.13,1.87,8,3.13,1.39
US,US_SIC484,2024-10,8,29.62,13.83,7,2.13,1.87,8,3.13,1.39
US,US_SIC484,2024-11,8,29.62,13.83,7,2.13,1.87,8,3.13,1.39
US,US_SIC484,2024-12,8,26.84,12.84,8,2.2,2.05,8,3.14,1.19
US,US_SIC484,2025-01,8,26.84,12.84,8,2.2,2.05,8,3.14,1.19
US,US_SIC484,2025-02,8,26.84,12.84,8,2.2,2.05,8,3.14,1.19
US,US_SIC484,2025-03,8,26.32,12.79,8,2.19,2.02,8,3.06,1.12
US,US_SIC484,2025-04,8,26.32,12.79,8,2.19,2.02,8,3.06,1.12
US,US_SIC484,2025-05,8,26.32,12.79,8,2.19,2.02,8,3.06,1.12
US,US_SIC484,2025-06,8,29.22,14.26,8,2.28,1.73,8,3.16,1.09
US,US_SIC484,2025-07,8,29.22,14.26,8,2.28,1.73,8,3.16,1.09
US,US_SIC484,2025-08,8,29.22,14.26,8,2.28,1.73,8,3.16,1.09
US,US_SIC484,2025-09,8,35.53,7.77,8,2.23,1.46,8,3.32,1.28
US,US_SIC484,2025-10,8,35.53,7.77,8,2.23,1.46,8,3.32,1.28
US,US_SIC484,2025-11,8,35.53,7.77,8,2.23,1.46,8,3.32,1.28
US,US_SIC484,2025-12,8,40.89,6.84,8,2.24,1.63,8,3.32,1.62
US,US_SIC484,2026-01,8,40.89,6.84,8,2.24,1.63,8,3.32,1.62
US,US_SIC484,2026-02,8,40.89,6.84,8,2.24,1.63,8,3.32,1.62
US,US_SIC484,2026-03,8,27.41,6.87,8,2.38,1.61,8,3.42,1.58
US,US_SIC489,2021-06,0,,,0,,,0,,
US,US_SIC489,2021-07,0,,,0,,,0,,
US,US_SIC489,2021-08,0,,,0,,,0,,
US,US_SIC489,2021-09,1,114.73,114.73,4,4.7,4.75,4,24.44,16.53
US,US_SIC489,2021-10,2,64.37,64.37,5,4.96,5.51,5,20.51,8.71
US,US_SIC489,2021-11,2,64.37,64.37,5,4.96,5.51,5,20.51,8.71
US,US_SIC489,2021-12,2,68.76,68.76,5,4.86,4.21,5,13.52,8.83
US,US_SIC489,2022-01,2,68.76,68.76,5,4.86,4.21,5,13.52,8.83
US,US_SIC489,2022-02,2,68.76,68.76,5,4.86,4.21,5,13.52,8.83
US,US_SIC489,2022-03,2,68.76,68.76,5,5.6,5.68,5,14.97,8.11
US,US_SIC489,2022-04,2,63.66,63.66,5,4.71,4.57,5,14.23,8.11
US,US_SIC489,2022-05,2,63.66,63.66,5,4.71,4.57,5,14.23,8.11
US,US_SIC489,2022-06,2,63.66,63.66,5,3.96,4.04,5,9.21,7.22
US,US_SIC489,2022-07,2,62.95,62.95,5,3.79,3.7,5,9.06,7.22
US,US_SIC489,2022-08,2,62.95,62.95,5,3.79,3.7,5,9.06,7.22
US,US_SIC489,2022-09,2,62.95,62.95,5,6.97,4.3,5,10.4,8.17
US,US_SIC489,2022-10,2,100.42,100.42,5,7.47,4.87,5,10.78,8.17
US,US_SIC489,2022-11,2,100.42,100.42,5,7.47,4.87,5,10.78,8.17
US,US_SIC489,2022-12,3,321.02,114.73,5,4.71,5.73,5,11.28,8.98
US,US_SIC489,2023-01,3,321.02,114.73,5,4.71,5.73,5,11.28,8.98
US,US_SIC489,2023-02,3,321.02,114.73,5,4.71,5.73,5,11.28,8.98
US,US_SIC489,2023-03,3,176.43,114.05,5,4.87,6.62,5,12.1,10.29
US,US_SIC489,2023-04,3,167.7,87.85,5,4.53,4.95,5,11.82,10.29
US,US_SIC489,2023-05,3,167.7,87.85,5,4.53,4.95,5,11.82,10.29
US,US_SIC489,2023-06,3,167.93,87.85,5,4.53,4.95,5,25.33,10.01
US,US_SIC489,2023-07,3,165.05,79.22,5,4.44,4.46,5,25.24,10.01
US,US_SIC489,2023-08,3,165.05,79.22,5,4.44,4.46,5,25.24,10.01
US,US_SIC489,2023-09,3,160.87,67.41,5,3.93,4.03,5,24.63,7.13
US,US_SIC489,2023-10,3,160.87,67.41,5,3.93,4.03,5,24.63,7.13
US,US_SIC489,2023-11,3,160.87,67.41,5,3.93,4.03,5,24.63,7.13
US,US_SIC489,2023-12,3,150.24,104.02,5,5.09,5.49,5,25.43,6.39
US,US_SIC489,2024-01,3,150.24,104.02,5,5.09,5.49,5,25.43,6.39
US,US_SIC489,2024-02,3,150.24,104.02,5,5.09,5.49,5,25.43,6.39
US,US_SIC489,2024-03,3,83.69,122.82,5,3.38,2.93,5,164.1,4.03
US,US_SIC489,2024-04,3,83.69,122.82,5,3.38,2.93,5,164.1,4.03
US,US_SIC489,2024-05,3,83.69,122.82,5,3.38,2.93,5,164.1,4.03
US,US_SIC489,2024-06,3,54.49,36.97,5,4.97,4.01,5,163.48,3.96
US,US_SIC489,2024-07,3,54.49,36.97,5,4.97,4.01,5,163.48,3.96
US,US_SIC489,2024-08,3,54.49,36.97,5,4.97,4.01,5,163.48,3.96
US,US_SIC489,2024-09,3,52.97,32.39,5,5.84,5.24,5,163.7,4.28
US,US_SIC489,2024-10,3,52.97,32.39,5,5.84,5.24,5,163.7,4.28
US,US_SIC489,2024-11,3,52.97,32.39,5,5.84,5.24,5,163.7,4.28
US,US_SIC489,2024-12,3,52.46,30.87,5,5.77,5.55,5,203.36,3.86
US,US_SIC489,2025-01,3,52.46,30.87,5,5.77,5.55,5,203.36,3.86
US,US_SIC489,2025-02,3,52.46,30.87,5,5.77,5.55,5,203.36,3.86
US,US_SIC489,2025-03,3,50.68,25.53,5,5.23,5.73,5,202.25,3.53
US,US_SIC489,2025-04,3,50.68,25.53,5,5.23,5.73,5,202.25,3.53
US,US_SIC489,2025-05,3,50.68,25.53,5,5.23,5.73,5,202.25,3.53
US,US_SIC489,2025-06,3,52.22,30.17,5,6.66,6.78,5,202.74,3.85
US,US_SIC489,2025-07,3,52.22,30.17,5,6.66,6.78,5,202.74,3.85
US,US_SIC489,2025-08,3,52.22,30.17,5,6.66,6.78,5,202.74,3.85
US,US_SIC489,2025-09,3,47.27,15.32,5,6.66,4.96,5,148.99,4.37
US,US_SIC489,2025-10,3,47.27,15.32,5,6.66,4.96,5,148.99,4.37
US,US_SIC489,2025-11,3,47.27,15.32,5,6.66,4.96,5,148.99,4.37
US,US_SIC489,2025-12,3,74.55,16.4,5,8.47,4.13,5,65.46,3.55
US,US_SIC489,2026-01,3,74.55,16.4,5,8.47,4.13,5,65.46,3.55
US,US_SIC489,2026-02,3,74.55,16.4,5,8.47,4.13,5,65.46,3.55
US,US_SIC489,2026-03,3,45.49,28.02,5,9.76,6.26,5,65.72,3.06
US,US_SIC491,2021-06,0,,,1,0.9,0.9,0,,
US,US_SIC491,2021-07,0,,,1,0.9,0.9,0,,
US,US_SIC491,2021-08,0,,,1,0.9,0.9,0,,
US,US_SIC491,2021-09,9,28.39,17.32,10,2.06,1.89,10,2.6,2.41
US,US_SIC491,2021-10,9,28.39,17.32,10,2.06,1.89,10,2.6,2.41
US,US_SIC491,2021-11,9,28.39,17.32,10,2.06,1.89,10,2.6,2.41
US,US_SIC491,2021-12,9,29.45,19.07,10,1.94,2.0,10,2.79,2.39
US,US_SIC491,2022-01,9,29.45,19.07,10,1.94,2.0,10,2.79,2.39
US,US_SIC491,2022-02,9,29.45,19.07,10,1.94,2.0,10,2.79,2.39
US,US_SIC491,2022-03,10,50.08,25.11,11,2.18,1.94,11,2.65,2.33
US,US_SIC491,2022-04,10,50.08,25.11,11,2.18,1.94,11,2.65,2.33
US,US_SIC491,2022-05,10,50.08,25.11,11,2.18,1.94,11,2.65,2.33
US,US_SIC491,2022-06,10,25.89,23.97,11,1.96,1.77,11,2.45,2.14
US,US_SIC491,2022-07,10,25.89,23.97,11,1.96,1.77,11,2.45,2.14
US,US_SIC491,2022-08,10,25.89,23.97,11,1.96,1.77,11,2.45,2.14
US,US_SIC491,2022-09,10,35.69,19.01,11,1.85,1.78,11,2.18,1.99
US,US_SIC491,2022-10,10,35.69,19.01,11,1.85,1.78,11,2.18,1.99
US,US_SIC491,2022-11,10,35.69,19.01,11,1.85,1.78,11,2.18,1.99
US,US_SIC491,2022-12,10,40.41,21.47,11,1.71,1.67,11,2.08,1.82
US,US_SIC491,2023-01,10,40.41,21.47,11,1.71,1.67,11,2.08,1.82
US,US_SIC491,2023-02,10,40.41,21.47,11,1.71,1.67,11,2.08,1.82
US,US_SIC491,2023-03,10,42.5,26.29,11,1.87,1.76,11,2.01,1.99
US,US_SIC491,2023-04,10,42.5,26.29,11,1.87,1.76,11,2.01,1.99
US,US_SIC491,2023-05,10,42.5,26.29,11,1.87,1.76,11,2.01,1.99
US,US_SIC491,2023-06,10,44.28,26.57,11,1.66,1.69,11,2.04,2.02
US,US_SIC491,2023-07,10,44.28,26.57,11,1.66,1.69,11,2.04,2.02
US,US_SIC491,2023-08,10,44.28,26.57,11,1.66,1.69,11,2.04,2.02
US,US_SIC491,2023-09,10,41.49,21.04,11,1.53,1.55,11,2.11,1.84
US,US_SIC491,2023-10,10,41.49,21.04,11,1.53,1.55,11,2.11,1.84
US,US_SIC491,2023-11,10,41.49,21.04,11,1.53,1.55,11,2.11,1.84
US,US_SIC491,2023-12,10,42.04,21.94,11,1.83,1.66,11,2.07,1.81
US,US_SIC491,2024-01,10,42.04,21.94,11,1.83,1.66,11,2.07,1.81
US,US_SIC491,2024-02,10,42.04,21.94,11,1.83,1.66,11,2.07,1.81
US,US_SIC491,2024-03,10,42.8,25.15,11,1.84,1.76,11,2.16,2.09
US,US_SIC491,2024-04,10,42.8,25.15,11,1.84,1.76,11,2.16,2.09
US,US_SIC491,2024-05,10,42.8,25.15,11,1.84,1.76,11,2.16,2.09
US,US_SIC491,2024-06,10,23.75,22.52,11,1.91,1.77,11,2.12,2.28
US,US_SIC491,2024-07,10,23.75,22.52,11,1.91,1.77,11,2.12,2.28
US,US_SIC491,2024-08,10,23.75,22.52,11,1.91,1.77,11,2.12,2.28
US,US_SIC491,2024-09,10,22.58,20.7,12,2.49,1.98,11,2.37,2.24
US,US_SIC491,2024-10,10,22.58,20.7,12,2.49,1.98,11,2.37,2.24
US,US_SIC491,2024-11,10,22.58,20.7,12,2.49,1.98,11,2.37,2.24
US,US_SIC491,2024-12,11,21.93,20.08,12,2.07,1.8,12,2.14,2.12
US,US_SIC491,2025-01,11,21.93,20.08,12,2.07,1.8,12,2.14,2.12
US,US_SIC491,2025-02,11,21.93,20.08,12,2.07,1.8,12,2.14,2.12
US,US_SIC491,2025-03,11,21.89,21.05,12,2.06,1.98,12,2.35,2.32
US,US_SIC491,2025-04,11,21.89,21.05,12,2.06,1.98,12,2.35,2.32
US,US_SIC491,2025-05,11,21.89,21.05,12,2.06,1.98,12,2.35,2.32
US,US_SIC491,2025-06,11,23.59,19.62,12,6.18,1.95,12,2.44,2.37
US,US_SIC491,2025-07,11,23.59,19.62,12,6.18,1.95,12,2.44,2.37
US,US_SIC491,2025-08,11,23.59,19.62,12,6.18,1.95,12,2.44,2.37
US,US_SIC491,2025-09,11,25.2,20.67,12,5.39,1.79,12,2.57,2.6
US,US_SIC491,2025-10,11,25.2,20.67,12,5.39,1.79,12,2.57,2.6
US,US_SIC491,2025-11,11,25.2,20.67,12,5.39,1.79,12,2.57,2.6
US,US_SIC491,2025-12,11,22.25,21.97,12,5.47,1.92,12,2.79,2.73
US,US_SIC491,2026-01,11,22.25,21.97,12,5.47,1.92,12,2.79,2.73
US,US_SIC491,2026-02,11,22.25,21.97,12,5.47,1.92,12,2.79,2.73
US,US_SIC491,2026-03,11,108.72,24.26,12,5.46,2.2,12,2.89,3.06
US,US_SIC504,2021-05,0,,,0,,,0,,
US,US_SIC504,2021-06,0,,,0,,,0,,
US,US_SIC504,2021-07,0,,,0,,,0,,
US,US_SIC504,2021-08,1,13.49,13.49,1,2.79,2.79,1,0.29,0.29
US,US_SIC504,2021-09,2,15.6,15.6,2,2.97,2.97,2,0.59,0.59
US,US_SIC504,2021-10,3,24.39,17.71,3,4.94,3.14,3,1.3,0.89
US,US_SIC504,2021-11,3,25.42,17.71,3,4.43,3.14,3,1.31,0.89
US,US_SIC504,2021-12,3,25.13,16.84,3,4.38,3.0,3,1.29,0.83
US,US_SIC504,2022-01,3,26.67,16.84,3,4.84,3.0,3,1.42,0.83
US,US_SIC504,2022-02,3,26.62,16.84,3,4.82,3.0,3,1.39,0.83
US,US_SIC504,2022-03,3,27.37,19.1,3,4.59,2.29,3,1.44,0.96
US,US_SIC504,2022-04,3,21.37,19.1,3,3.4,2.29,3,1.07,0.96
US,US_SIC504,2022-05,3,21.69,19.1,3,3.41,2.29,3,1.06,0.96
US,US_SIC504,2022-06,3,20.85,17.4,3,3.14,1.47,3,1.02,0.83
US,US_SIC504,2022-07,3,17.88,17.4,3,2.35,1.47,3,0.82,0.83
US,US_SIC504,2022-08,3,17.71,16.86,3,2.33,1.47,3,0.8,0.83
US,US_SIC504,2022-09,3,16.94,16.86,3,2.28,1.32,3,0.76,0.71
US,US_SIC504,2022-10,3,16.2,16.86,3,2.02,1.32,3,0.68,0.71
US,US_SIC504,2022-11,3,15.62,15.11,3,2.03,1.32,3,0.69,0.71
US,US_SIC504,2022-12,3,17.66,17.44,3,2.6,3.05,3,0.73,0.83
US,US_SIC504,2023-01,3,19.14,20.43,3,2.77,3.05,3,0.77,0.83
US,US_SIC504,2023-02,3,18.6,20.43,3,2.74,3.05,3,0.76,0.83
US,US_SIC504,2023-03,3,18.6,20.43,3,2.74,3.05,3,0.76,0.83
US,US_SIC504,2023-04,3,22.2,23.05,3,2.97,3.08,3,0.84,0.85
US,US_SIC504,2023-05,3,21.95,23.05,3,2.94,3.08,3,0.84,0.85
US,US_SIC504,2023-06,3,21.95,23.05,3,2.94,3.08,3,0.84,0.85
US,US_SIC504,2023-07,3,25.43,23.62,3,3.08,2.97,3,0.93,0.84
US,US_SIC504,2023-08,3,26.06,23.62,3,3.12,2.97,3,0.93,0.84
US,US_SIC504,2023-09,3,24.04,17.55,3,2.55,1.28,3,0.91,0.76
US,US_SIC504,2023-10,3,24.91,17.55,3,2.44,1.28,3,0.89,0.76
US,US_SIC504,2023-11,3,24.95,17.55,3,2.43,1.28,3,0.89,0.76
US,US_SIC504,2023-12,3,27.15,23.96,3,2.43,1.3,3,0.88,0.79
US,US_SIC504,2024-01,3,27.15,23.96,3,2.43,1.3,3,0.88,0.79
US,US_SIC504,2024-02,3,27.27,23.96,3,2.45,1.3,3,0.89,0.79
US,US_SIC504,2024-03,3,30.4,25.51,3,3.05,2.7,3,0.92,0.78
US,US_SIC504,2024-04,3,30.4,25.51,3,3.05,2.7,3,0.92,0.78
US,US_SIC504,2024-05,3,31.48,25.51,3,3.15,2.7,3,0.93,0.78
US,US_SIC504,2024-06,3,26.03,23.74,3,2.01,1.39,3,0.7,0.65
US,US_SIC504,2024-07,3,26.03,23.74,3,2.01,1.39,3,0.7,0.65
US,US_SIC504,2024-08,3,25.16,23.74,3,1.96,1.25,3,0.69,0.65
US,US_SIC504,2024-09,3,31.59,30.13,3,2.69,2.62,3,0.81,0.73
US,US_SIC504,2024-10,3,31.59,30.13,3,2.69,2.62,3,0.81,0.73
US,US_SIC504,2024-11,3,31.34,30.13,3,2.69,2.62,3,0.81,0.73
US,US_SIC504,2024-12,4,25.85,19.55,4,2.21,1.89,4,0.57,0.42
US,US_SIC504,2025-01,4,25.85,19.55,4,2.21,1.89,4,0.57,0.42
US,US_SIC504,2025-02,4,26.4,19.84,4,2.25,1.98,4,0.57,0.44
US,US_SIC504,2025-03,4,25.16,18.89,4,2.14,1.98,4,0.53,0.43
US,US_SIC504,2025-04,4,25.16,18.89,4,2.14,1.98,4,0.53,0.43
US,US_SIC504,2025-05,4,24.42,17.46,4,2.09,1.86,4,0.53,0.41
US,US_SIC504,2025-06,4,24.72,20.35,4,2.07,1.89,4,0.53,0.43
US,US_SIC504,2025-07,4,24.72,20.35,4,2.07,1.89,4,0.53,0.43
US,US_SIC504,2025-08,4,25.19,20.35,4,2.12,2.0,4,0.54,0.45
US,US_SIC504,2025-09,4,23.73,18.48,4,2.08,1.87,4,0.53,0.4
US,US_SIC504,2025-10,4,23.73,18.48,4,2.08,1.87,4,0.53,0.4
US,US_SIC504,2025-11,4,23.55,18.48,4,2.09,1.89,4,0.53,0.4
US,US_SIC504,2025-12,4,23.07,19.6,4,2.2,2.08,4,0.54,0.43
US,US_SIC504,2026-01,4,23.07,19.6,4,2.2,2.08,4,0.54,0.43
US,US_SIC504,2026-02,4,22.5,19.6,4,2.19,2.07,4,0.54,0.43
US,US_SIC504,2026-03,3,25.09,21.78,3,2.44,2.53,3,0.65,0.62
US,US_SIC506,2021-06,0,,,0,,,0,,
US,US_SIC506,2021-07,0,,,0,,,0,,
US,US_SIC506,2021-08,0,,,0,,,0,,
US,US_SIC506,2021-09,2,22.09,22.09,2,3.03,3.03,2,1.74,1.74
US,US_SIC506,2021-10,4,16.2,16.5,4,2.13,1.59,4,0.98,0.28
US,US_SIC506,2021-11,4,16.2,16.5,4,2.13,1.59,4,0.98,0.28
US,US_SIC506,2021-12,4,14.74,14.29,4,2.27,1.74,4,1.05,0.31
US,US_SIC506,2022-01,4,14.07,12.95,4,2.29,1.74,4,1.05,0.31
US,US_SIC506,2022-02,4,14.07,12.95,4,2.29,1.74,4,1.05,0.31
US,US_SIC506,2022-03,4,12.07,10.97,4,2.11,1.7,4,0.89,0.31
US,US_SIC506,2022-04,4,11.09,10.17,4,2.03,1.55,4,0.87,0.28
US,US_SIC506,2022-05,4,11.09,10.17,4,2.03,1.55,4,0.87,0.28
US,US_SIC506,2022-06,4,9.6,8.2,4,1.83,1.38,4,0.77,0.25
US,US_SIC506,2022-07,4,8.99,7.47,4,1.82,1.34,4,0.76,0.24
US,US_SIC506,2022-08,4,8.99,7.47,4,1.82,1.34,4,0.76,0.24
US,US_SIC506,2022-09,4,8.68,7.2,4,1.76,1.4,4,0.7,0.25
US,US_SIC506,2022-10,4,8.0,6.48,4,1.66,1.27,4,0.68,0.22
US,US_SIC506,2022-11,4,8.0,6.48,4,1.66,1.27,4,0.68,0.22
US,US_SIC506,2022-12,4,8.51,6.48,4,1.65,1.27,4,0.71,0.23
US,US_SIC506,2023-01,4,8.51,6.48,4,1.65,1.27,4,0.71,0.23
US,US_SIC506,2023-02,4,8.51,6.48,4,1.65,1.27,4,0.71,0.23
US,US_SIC506,2023-03,4,9.78,7.34,4,1.86,1.42,4,0.8,0.26
US,US_SIC506,2023-04,4,10.13,7.91,4,1.91,1.51,4,0.81,0.28
US,US_SIC506,2023-05,4,10.13,7.91,4,1.91,1.51,4,0.81,0.28
US,US_SIC506,2023-06,4,11.1,8.9,4,1.99,1.6,4,0.86,0.3
